ZipCode,Pop25YAO,LessThan9th25YAO,9To12NoDip25YAO,HSGrad25YAO,AssocDeg25YAO,BachDeg25YAO,GradOrProfDeg25YAO,HSGradOrHigher25YAO
39760,11,0,0,11,0,0,0,11
39762,37,0,0,0,9,0,19,37
39766,2313,73,287,717,208,207,285,1953
39767,497,64,46,208,22,106,15,387
39769,1236,99,68,408,163,139,79,1069
39771,71,2,5,10,6,25,10,64
39772,1136,130,84,529,124,63,18,922
39773,10642,649,1224,3389,948,1478,805,8769
39776,1082,79,209,330,46,182,65,794
39813,1418,85,259,419,67,138,144,1074
39815,1207,114,175,440,106,42,29,918
39817,6554,264,928,2623,603,508,236,5362
39819,7206,734,577,2386,490,781,657,5895
39823,5119,381,682,1903,334,489,277,4056
39824,401,29,19,175,25,95,30,353
39825,880,1,124,261,87,62,51,755
39826,288,31,73,89,8,6,28,184
39827,2548,85,262,1093,193,276,149,2201
39828,10003,892,1305,3592,1160,818,591,7806
39834,1731,126,141,642,259,105,89,1464
39836,226,0,7,72,31,53,38,219
39837,4447,241,721,1613,445,296,182,3485
39840,3284,272,582,1276,135,114,177,2430
39841,525,24,68,189,51,63,24,433
39842,5445,383,852,1711,436,349,315,4210
39845,5439,244,496,2239,406,461,306,4699
39846,1206,131,153,438,57,87,35,922
39851,1500,85,219,598,164,52,60,1196
39854,1802,100,455,606,41,129,41,1247
39859,727,36,70,221,142,90,44,621
39861,792,66,105,284,105,39,22,621
39862,1053,114,58,419,85,111,23,881
39866,1932,156,427,900,83,30,33,1349
39867,383,39,40,180,21,43,12,304
39870,1379,91,187,569,124,99,63,1101
39877,276,22,52,110,6,38,10,202
39885,60,3,4,11,7,5,5,53
39886,1205,107,178,427,80,109,27,920
39897,2791,187,319,1179,134,155,120,2285
40003,1388,22,193,530,117,142,104,1173
40004,19840,718,1269,7163,2176,2185,1472,17853
40006,3335,129,445,1750,121,145,146,2761
40007,85,10,12,57,0,6,0,63
40008,2391,201,227,1102,223,173,103,1963
40009,712,37,102,368,42,19,21,573
40010,287,0,27,60,17,67,66,260
40011,1751,88,114,698,244,101,138,1549
40012,322,8,28,236,14,17,0,286
40013,3590,113,161,1511,265,372,208,3316
40014,13956,263,397,2822,946,3993,2481,13296
40019,2657,248,280,1162,159,124,119,2129
40020,101,2,4,72,0,4,7,95
40022,755,16,19,219,54,171,132,720
40023,3683,24,186,826,331,1019,559,3473
40025,33,0,0,0,5,10,18,33
40026,3970,19,105,443,268,1495,897,3846
40031,17285,576,1228,5092,1393,2766,1619,15481
40033,8607,803,937,3330,793,720,693,6867
40036,145,21,6,56,14,0,18,118
40037,1815,107,223,963,173,67,23,1485
40040,219,36,11,80,17,17,20,172
40041,385,14,9,91,15,83,56,362
40045,2413,102,271,1083,212,178,136,2040
40046,1078,38,186,384,129,42,39,854
40047,13534,289,787,4797,1569,1641,926,12458
40048,129,0,0,0,11,0,110,129
40049,112,40,0,23,0,0,49,72
40050,1140,136,183,471,74,43,61,821
40051,2930,89,293,1287,297,197,113,2548
40052,448,10,56,201,5,75,0,382
40055,1382,5,58,503,115,234,91,1319
40056,2388,64,57,453,251,613,411,2267
40057,2484,275,297,1017,154,193,114,1912
40058,76,0,12,24,6,19,0,64
40059,13314,173,144,1088,722,4443,4697,12997
40060,776,71,82,408,52,36,23,623
40062,176,19,19,120,3,0,5,138
40063,281,10,26,159,15,15,11,245
40065,20829,1376,1819,6607,1553,2763,2032,17634
40067,3817,158,157,873,372,806,518,3502
40068,1516,25,78,731,120,86,61,1413
40069,5599,293,430,2438,488,495,595,4876
40070,389,0,21,67,72,66,23,368
40071,10726,191,798,3865,1078,1325,972,9737
40075,734,62,62,365,47,44,47,610
40076,1745,185,118,675,168,158,95,1442
40077,315,5,56,92,55,26,11,254
40078,1574,254,174,590,127,141,86,1146
40104,687,62,58,211,40,87,13,567
40107,1747,59,171,708,166,193,87,1517
40108,8348,357,682,2786,750,1080,837,7309
40109,1572,93,100,818,123,97,27,1379
40110,22,0,0,22,0,0,0,22
40111,941,47,113,475,44,38,25,781
40115,382,42,37,181,21,39,5,303
40117,1772,59,142,674,267,141,93,1571
40118,6606,326,939,2799,669,517,154,5341
40119,1441,60,101,683,49,120,86,1280
40121,4620,58,110,590,723,753,791,4452
40140,440,119,19,115,29,26,0,302
40142,1664,84,158,668,200,47,87,1422
40143,4034,161,357,1872,268,259,238,3516
40144,1058,46,108,527,103,8,128,904
40145,359,30,38,129,69,0,22,291
40146,2929,182,490,1277,160,157,52,2257
40150,3021,126,277,1519,203,216,71,2618
40152,793,32,126,288,118,96,17,635
40155,729,12,128,330,54,28,39,589
40157,583,18,8,288,58,78,14,557
40160,14912,572,979,4700,1888,1736,957,13361
40161,63,0,0,33,18,12,0,63
40162,4457,80,233,1508,468,510,548,4144
40165,25063,963,2623,10240,2188,2238,1320,21477
40170,367,49,9,190,0,67,0,309
40171,115,10,13,12,44,0,0,92
40175,9539,226,681,3178,1468,1196,632,8632
40176,679,44,128,206,41,38,78,507
40177,1053,75,122,496,41,84,66,856
40178,389,0,34,201,26,22,35,355
40202,5480,176,840,1917,287,519,349,4464
40203,11843,883,1461,3489,709,1036,870,9499
40204,11171,142,618,1933,652,2860,2582,10411
40205,17796,183,362,2156,976,5660,5560,17251
40206,15167,228,500,2325,753,4578,3911,14439
40207,22593,346,307,2622,1476,7814,6532,21940
40208,7454,469,862,2198,364,752,940,6123
40209,161,0,34,31,9,15,12,127
40210,8665,510,1401,3218,667,337,186,6754
40211,14198,434,1990,5238,910,816,477,11774
40212,11075,507,1887,4684,701,581,257,8681
40213,11567,554,1170,3779,1017,1681,900,9843
40214,30155,1887,3353,9868,2462,3868,2014,24915
40215,13107,731,1862,4602,929,754,500,10514
40216,29060,1281,3070,11534,2133,2285,1314,24709
40217,9253,282,672,2433,578,2179,1175,8299
40218,23257,815,1260,7170,2235,3787,1725,21182
40219,26742,1468,2076,10085,2583,2984,1812,23198
40220,24206,554,762,4904,2218,5429,3993,22890
40222,16658,194,611,2223,1179,5571,3657,15853
40223,16203,195,423,2288,1078,4880,4197,15585
40228,11918,435,595,3777,1063,2130,1000,10888
40229,26189,658,2043,10559,2546,2463,1208,23488
40231,0,0,0,0,0,0,0,0
40241,21587,400,416,3284,1575,6163,5335,20771
40242,7823,199,273,1278,645,2249,1419,7351
40243,7639,40,163,1229,974,2284,1305,7436
40245,22983,289,490,2968,1448,8201,5370,22204
40258,18422,870,1426,7091,1997,1667,958,16126
40272,26211,1185,2638,10388,2334,2516,1233,22388
40280,180,0,0,0,0,88,82,180
40291,26541,550,1031,7037,2579,5320,3384,24960
40299,28318,450,1024,6956,2777,6883,4549,26844
40310,239,7,19,133,41,5,7,213
40311,4862,377,645,2140,465,295,190,3840
40312,3432,332,391,1437,195,232,280,2709
40313,1814,181,319,534,27,219,92,1314
40316,238,37,11,95,0,14,24,190
40322,2345,263,265,1097,134,223,61,1817
40324,30323,978,1815,8892,2927,5317,3565,27530
40328,731,76,124,262,9,84,43,531
40330,14009,1131,1127,5510,1513,1465,921,11751
40334,32,13,17,2,0,0,0,2
40336,8874,1120,1151,3973,349,606,308,6603
40337,3584,310,474,1590,184,256,99,2800
40339,0,0,0,0,0,0,0,0
40342,15042,635,1024,5555,1529,1869,1188,13383
40346,597,113,24,293,35,8,50,460
40347,1929,67,87,510,91,482,342,1775
40348,362,18,35,122,13,52,30,309
40350,128,30,45,18,10,0,0,53
40351,12286,831,989,3634,1091,1451,2013,10466
40353,15313,890,1197,6104,840,1609,1145,13226
40356,29401,1312,2827,9408,2306,4846,3069,25262
40358,669,68,111,249,23,53,31,490
40359,4446,184,423,2186,407,354,190,3839
40360,4371,492,383,1777,399,434,195,3496
40361,12893,813,1043,4813,899,1454,982,11037
40363,19,0,0,0,0,0,0,19
40370,2145,111,205,846,137,268,184,1829
40371,2206,195,365,1023,222,97,81,1646
40372,1401,5,82,400,214,112,194,1314
40374,1183,162,153,484,39,100,59,868
40376,48,17,0,17,0,0,0,31
40379,2335,90,220,907,205,253,144,2025
40380,4819,448,451,2018,231,541,179,3920
40383,16308,721,1027,4517,1393,3209,2003,14560
40385,1963,189,162,1002,167,134,39,1612
40387,1485,199,152,587,95,109,81,1134
40390,4289,144,268,788,382,1093,919,3877
40391,24834,1457,2153,8651,2082,3225,1723,21224
40402,1886,181,222,812,107,83,134,1483
40403,15801,1293,1124,5047,1375,2475,1458,13384
40404,28,0,0,9,0,19,0,28
40409,2689,403,255,1134,183,188,74,2031
40419,2731,403,454,1164,207,120,80,1874
40422,16638,795,1402,5470,1459,2045,2137,14441
40434,0,0,0,0,0,0,0,0
40437,3615,503,374,1709,231,120,157,2738
40440,1588,102,183,716,117,84,21,1303
40442,916,84,119,391,15,79,59,713
40444,10347,621,1440,3719,961,987,812,8286
40445,574,106,48,270,35,48,0,420
40447,5759,658,1086,2170,310,373,241,4015
40448,34,0,0,17,17,0,0,34
40456,7047,849,686,2932,403,457,408,5512
40460,809,59,46,399,10,54,7,704
40461,2457,131,259,979,132,323,151,2067
40464,1086,25,98,455,64,80,77,963
40468,1240,49,70,608,122,119,113,1121
40472,1419,147,210,694,98,77,24,1062
40475,36927,1785,2715,9202,3068,7199,5146,32427
40481,97,25,0,72,0,0,0,72
40484,7706,630,760,3205,425,729,523,6316
40486,1648,69,163,927,123,233,72,1416
40489,3031,237,289,1334,336,179,116,2505
40502,18761,177,285,2287,839,6078,6241,18299
40503,19463,402,580,2925,1638,5573,4641,18481
40504,16784,1601,1170,4837,962,2781,1941,14013
40505,17941,1646,2132,6154,1284,2014,935,14163
40506,28,0,0,1,0,0,19,28
40507,1519,14,79,223,69,452,297,1426
40508,11220,767,1434,2513,628,1887,1518,9019
40509,27173,498,938,4181,2100,8490,5891,25737
40510,1571,47,206,459,125,211,190,1318
40511,23197,1356,1816,5277,1665,5131,3002,20025
40513,7564,120,186,963,467,2543,2310,7258
40514,10960,47,227,1601,941,3235,2749,10686
40515,24956,414,616,4094,2321,6835,5488,23926
40516,2283,138,154,576,93,399,515,1991
40517,23692,790,1112,5480,2618,4753,2839,21790
40601,35889,1586,2407,10938,2292,6683,3968,31896
40604,89,6,10,55,0,7,0,73
40701,20561,1749,2135,7328,1391,1919,1733,16677
40729,3542,198,539,1682,172,197,97,2805
40734,2702,260,335,1376,121,79,83,2107
40737,694,83,97,285,75,86,0,514
40740,1978,240,260,819,170,111,67,1478
40741,16395,1314,1622,6553,1185,1424,945,13459
40743,156,25,0,51,31,0,16,131
40744,12329,749,1174,4960,897,1115,768,10406
40759,1672,171,170,799,104,20,98,1331
40763,338,28,80,167,45,6,0,230
40769,10928,1373,1369,3803,394,1084,1083,8186
40771,883,118,175,413,47,16,19,590
40801,339,76,70,95,26,0,8,193
40806,1722,137,170,429,215,158,139,1415
40807,268,14,24,71,46,27,34,230
40808,62,0,6,38,0,0,0,56
40810,802,102,217,327,23,25,22,483
40813,365,7,93,180,22,7,44,265
40815,826,115,260,264,69,25,15,451
40816,15,0,15,0,0,0,0,0
40818,21,0,7,7,7,0,0,14
40819,370,28,49,114,58,4,14,293
40820,618,75,192,181,89,36,0,351
40823,2556,309,387,930,267,204,143,1860
40824,230,56,15,108,0,13,0,159
40826,441,87,45,173,20,6,10,309
40827,662,76,74,244,43,25,19,512
40828,2483,342,437,955,102,54,74,1704
40829,151,26,0,58,0,0,0,125
40830,99,0,0,59,0,0,17,99
40831,3636,436,599,1303,307,239,233,2601
40840,168,11,29,82,0,0,8,128
40843,262,40,37,117,30,18,5,185
40844,99,7,83,0,9,0,0,9
40845,468,67,56,276,19,20,0,345
40847,259,66,41,25,42,0,18,152
40849,285,34,38,129,16,0,16,213
40854,670,39,80,245,72,50,69,551
40855,550,14,48,214,73,46,15,488
40856,523,22,116,223,37,7,8,385
40858,245,5,112,98,0,0,0,128
40862,362,53,66,58,74,21,36,243
40863,396,94,99,99,7,17,9,203
40865,302,15,48,113,38,41,25,239
40868,692,79,122,328,44,16,32,491
40870,246,25,36,89,34,5,5,185
40873,1568,152,290,534,152,77,85,1126
40874,362,34,75,104,70,30,10,253
40902,854,245,152,300,0,0,3,457
40903,323,21,83,140,20,7,0,219
40906,7893,1285,927,2766,271,617,687,5681
40913,209,35,43,57,0,15,36,131
40914,175,16,28,48,0,23,7,131
40915,620,62,42,381,18,0,45,516
40921,178,0,36,99,12,0,0,142
40923,340,26,54,209,0,0,30,260
40927,213,17,21,113,34,22,6,175
40935,1941,326,479,631,63,121,111,1136
40939,139,69,19,51,0,0,0,51
40940,344,12,80,186,52,0,14,252
40941,248,30,77,93,38,0,0,141
40943,474,119,110,191,0,24,0,245
40946,236,48,11,177,0,0,0,177
40949,476,44,31,260,0,0,47,401
40953,372,67,76,162,23,0,0,229
40958,262,60,32,82,58,8,0,170
40962,12918,2327,2373,4314,546,520,676,8218
40964,35,0,11,9,7,0,8,24
40965,8659,1168,1490,3023,749,467,417,6001
40972,783,116,119,321,44,61,55,548
40977,7379,1050,1024,3017,465,246,474,5305
40979,20,0,8,12,0,0,0,12
40982,232,71,48,68,0,8,30,113
40983,269,21,66,156,11,5,0,182
40988,291,36,33,109,25,27,0,222
40995,103,49,0,23,5,0,0,54
40997,197,56,22,60,0,22,6,119
41001,11686,295,441,4041,1029,2375,1225,10950
41002,1711,85,146,735,145,150,96,1480
41003,1596,95,159,779,95,51,88,1342
41004,2755,146,235,1211,264,180,184,2374
41005,15993,252,682,5371,1487,3018,1370,15059
41006,3005,117,197,1224,183,290,202,2691
41007,3015,81,107,1247,314,427,200,2827
41008,4734,384,652,1792,324,379,78,3698
41010,2626,231,396,1218,143,144,119,1999
41011,18202,924,1205,4417,1382,3763,2496,16073
41014,4985,212,618,1516,270,776,397,4155
41015,14198,699,1277,4745,1065,2155,1058,12222
41016,4074,82,441,1507,288,452,314,3551
41017,27436,274,1104,6104,2300,7175,4721,26058
41018,18660,442,1583,6308,1690,2600,1659,16635
41030,4033,225,188,1889,339,417,222,3620
41031,11029,869,910,4301,802,918,739,9250
41033,1220,32,91,477,139,108,96,1097
41034,676,22,29,335,50,96,56,625
41035,6814,337,492,3630,440,576,374,5985
41039,1956,49,236,847,213,150,80,1671
41040,4988,336,762,2205,346,194,214,3890
41041,4638,408,710,1678,414,408,273,3520
41042,35431,1166,2121,10202,2774,6045,3358,32144
41043,1227,71,175,476,55,105,112,981
41044,577,49,29,280,68,75,39,499
41045,1055,54,230,429,65,47,45,771
41046,773,71,35,363,27,112,3,667
41048,9632,118,146,2120,821,2501,1500,9368
41049,1535,192,98,552,82,85,99,1245
41051,19059,540,1326,5622,1865,3894,1602,17193
41052,80,0,0,57,23,0,0,80
41055,1366,104,143,430,200,151,125,1119
41056,9610,503,887,3601,939,902,854,8220
41059,1994,40,173,642,150,321,336,1781
41062,0,0,0,0,0,0,0,0
41063,2363,105,223,861,264,246,115,2035
41064,1293,161,163,424,151,126,58,969
41071,14614,578,1691,4722,960,2633,1276,12345
41073,4285,115,120,1257,267,1143,502,4050
41074,3885,172,446,1446,276,437,309,3267
41075,11391,207,475,1872,968,3538,2153,10709
41076,11649,277,531,3397,1005,2622,1606,10841
41080,1538,47,168,538,118,226,96,1323
41083,942,62,178,550,13,23,28,702
41085,573,43,48,281,47,46,16,482
41086,1947,81,159,983,116,205,30,1707
41091,12618,134,389,2468,1009,3687,2207,12095
41092,2576,130,274,1169,264,196,136,2172
41093,2114,232,320,830,189,91,74,1562
41094,9929,408,718,2840,756,1904,1013,8803
41095,2315,135,375,1137,85,177,74,1805
41097,5028,377,517,2299,395,343,226,4134
41098,1152,72,215,518,95,21,67,865
41099,32,0,0,24,0,0,0,32
41101,12825,468,914,3853,1161,1799,1272,11443
41102,15018,575,1072,4843,1961,1802,1482,13371
41121,923,37,163,289,26,100,12,723
41124,651,115,76,287,34,28,13,460
41129,7316,289,665,2395,1027,643,460,6362
41132,222,37,25,94,0,19,0,160
41135,84,6,6,52,15,0,5,72
41139,5871,149,302,2100,779,695,382,5420
41141,1319,141,198,582,72,113,85,980
41142,76,10,11,0,0,0,55,55
41143,9607,858,715,4010,535,1107,579,8034
41144,7087,432,479,2976,628,393,360,6176
41146,279,69,6,98,27,0,0,204
41149,373,147,11,150,45,8,6,215
41159,375,151,60,130,9,0,0,164
41164,9004,1234,1061,3454,495,460,375,6709
41166,857,69,138,320,30,16,29,650
41168,1691,98,198,712,57,183,95,1395
41169,3812,88,160,1154,409,653,374,3564
41171,3917,403,537,1743,165,234,65,2977
41174,842,37,198,412,68,23,50,607
41175,3485,213,302,1421,280,159,306,2970
41179,5585,851,714,2143,412,347,314,4020
41180,672,53,109,345,25,41,0,510
41183,1240,21,79,483,163,99,73,1140
41189,1388,162,183,664,71,49,50,1043
41201,120,12,20,72,0,16,0,88
41203,606,55,90,225,57,70,7,461
41204,398,30,27,141,85,11,55,341
41214,394,118,47,108,55,8,0,229
41216,822,41,94,244,47,87,48,687
41219,1376,183,183,580,68,91,75,1010
41222,1784,181,174,555,209,140,171,1429
41224,4506,427,617,1884,324,228,148,3462
41226,245,40,45,92,33,11,17,160
41230,8425,866,1176,3528,589,425,484,6383
41231,814,134,145,317,8,36,15,535
41232,537,12,124,234,23,0,12,401
41234,405,9,55,101,4,0,0,341
41238,399,15,28,180,40,40,26,356
41240,4649,362,426,1598,398,388,401,3861
41250,798,150,72,288,112,18,29,576
41254,188,16,21,22,56,11,17,151
41255,782,128,80,257,66,54,18,574
41256,2198,236,149,785,206,403,102,1813
41257,415,32,40,181,17,13,6,343
41260,647,86,149,212,24,20,25,412
41262,599,116,71,205,79,40,78,412
41263,296,29,46,110,48,22,20,221
41264,296,14,99,107,13,12,11,183
41265,976,64,40,309,95,95,43,872
41267,500,57,52,222,71,34,3,391
41268,440,28,26,190,0,46,20,386
41271,142,0,13,79,34,9,7,129
41274,379,31,95,103,92,0,0,253
41301,4399,679,682,1576,237,58,259,3038
41311,4639,737,631,1756,194,212,259,3271
41314,3317,632,394,1241,114,261,278,2291
41317,58,3,0,14,13,21,0,55
41332,728,142,98,294,25,67,20,488
41339,7488,804,1073,2704,457,479,616,5611
41348,731,67,166,287,52,37,66,498
41352,498,132,29,213,12,28,4,337
41360,314,7,17,177,41,0,10,290
41365,207,26,31,84,15,0,9,150
41366,27,14,0,13,0,0,0,13
41367,151,37,7,67,0,0,8,107
41385,389,43,45,146,46,40,11,301
41390,22,0,16,6,0,0,0,6
41397,33,13,0,0,0,0,12,20
41408,330,88,44,121,5,20,5,198
41421,288,14,23,182,52,4,6,251
41425,750,120,72,244,36,70,40,558
41464,462,101,108,142,63,0,0,253
41465,7968,1252,1142,2531,473,410,431,5574
41472,7728,929,1083,2871,424,552,563,5716
41501,15396,1428,2020,4919,1230,1427,1483,11948
41503,455,17,73,245,8,25,72,365
41512,625,94,83,299,47,20,18,448
41513,193,36,26,72,0,0,22,131
41514,2349,134,278,1161,84,102,109,1937
41517,140,26,13,53,0,11,17,101
41519,783,69,45,422,74,30,24,669
41522,3779,479,570,1588,162,264,244,2730
41524,128,61,0,0,10,8,7,67
41526,79,0,11,43,0,0,25,68
41527,621,60,10,171,7,122,76,551
41528,570,0,115,352,14,46,0,455
41531,673,23,155,281,11,38,33,495
41534,214,36,35,56,21,0,0,143
41535,310,0,24,103,53,18,27,286
41537,3350,306,524,1232,239,127,193,2520
41538,49,0,0,43,0,0,0,49
41539,1009,182,68,445,31,34,36,759
41540,185,8,21,57,26,16,25,156
41543,185,0,30,94,18,0,9,155
41544,549,68,50,268,75,13,8,431
41547,449,120,146,167,0,0,16,183
41548,607,63,118,229,43,18,0,426
41553,1702,224,354,592,15,34,104,1124
41554,656,87,61,331,6,6,22,508
41555,436,87,7,163,62,13,24,342
41557,1202,45,108,607,103,91,86,1049
41558,549,91,121,199,21,34,8,337
41559,122,11,17,86,0,0,0,94
41560,175,17,0,98,10,21,13,158
41562,2108,236,277,769,192,37,69,1595
41563,328,26,26,143,35,5,5,276
41564,589,74,100,246,65,9,35,415
41566,531,35,151,215,15,20,36,345
41567,126,0,54,28,21,0,13,72
41568,595,154,96,150,27,15,0,345
41571,344,89,41,125,9,15,6,214
41572,2489,289,169,1083,248,182,131,2031
41601,513,80,53,132,23,40,76,380
41602,739,36,61,374,8,86,48,642
41603,1231,191,59,447,143,35,38,981
41604,328,64,66,135,0,0,24,198
41605,442,0,44,161,0,45,29,398
41606,719,103,84,326,0,24,40,532
41607,340,0,79,158,0,33,30,261
41612,132,29,0,91,0,0,0,103
41615,494,77,97,181,0,22,49,320
41616,467,93,48,204,0,9,0,326
41619,138,9,9,78,26,0,0,120
41621,119,0,0,22,18,0,15,119
41622,155,0,12,54,52,11,0,143
41630,978,168,160,304,46,58,73,650
41631,779,94,237,268,25,0,0,448
41632,396,83,37,209,6,0,16,276
41635,2037,561,267,608,86,36,114,1209
41636,631,97,92,191,31,76,0,442
41640,767,114,128,280,36,17,27,525
41642,417,14,82,153,50,17,8,321
41643,56,18,15,11,3,0,9,23
41645,927,123,120,372,67,20,83,684
41647,1142,194,168,413,89,25,50,780
41649,1582,104,289,575,32,213,68,1189
41650,268,61,0,142,24,0,0,207
41653,7135,793,856,2169,479,560,558,5486
41655,613,93,151,227,63,0,18,369
41659,330,0,0,223,0,24,28,330
41660,397,35,45,301,16,0,0,317
41663,517,110,64,133,81,26,0,343
41666,648,47,106,272,14,41,16,495
41667,453,58,78,156,81,9,0,317
41669,524,43,81,151,52,34,10,400
41701,11556,1224,976,3698,1210,774,1163,9356
41712,279,0,49,109,23,6,7,230
41713,58,0,0,58,0,0,0,58
41714,291,55,0,147,0,38,0,236
41719,779,174,166,131,81,49,29,439
41721,405,81,12,230,11,13,20,312
41722,813,113,151,335,56,26,11,549
41723,829,88,135,222,167,21,0,606
41725,116,0,0,67,0,17,0,116
41727,574,25,153,180,46,7,47,396
41729,42,0,0,23,0,0,0,42
41731,805,91,117,384,56,6,50,597
41735,126,12,64,17,7,6,0,50
41739,82,15,0,45,22,0,0,67
41740,723,53,97,175,73,58,48,573
41745,293,36,19,119,24,0,30,238
41746,314,43,41,107,18,0,23,230
41749,2515,246,355,1036,178,271,97,1914
41751,173,24,10,95,12,21,0,139
41754,212,10,31,61,10,20,0,171
41759,190,14,22,99,24,5,0,154
41760,5,0,0,0,0,0,0,5
41762,0,0,0,0,0,0,0,0
41763,382,40,66,148,49,0,19,276
41764,478,35,167,168,22,26,17,276
41766,137,0,79,0,16,0,13,58
41772,150,22,0,48,0,0,13,128
41773,989,153,211,306,38,48,42,625
41774,1703,187,179,830,63,48,80,1337
41775,44,0,0,0,19,0,20,44
41776,799,135,41,350,31,22,34,623
41777,672,182,95,224,19,57,0,395
41804,377,46,36,127,2,47,39,295
41810,305,50,14,111,53,29,0,241
41812,223,51,34,83,14,9,6,138
41815,629,106,128,232,47,90,0,395
41817,154,0,0,58,69,12,0,154
41819,263,6,48,83,90,0,11,209
41821,312,18,111,124,33,0,26,183
41822,1407,213,214,422,45,147,110,980
41824,906,147,119,385,164,20,0,640
41825,498,27,44,254,82,0,0,427
41826,543,0,61,232,80,60,69,482
41828,533,52,70,172,48,26,21,411
41831,659,76,105,223,86,14,34,478
41832,273,0,14,157,0,32,16,259
41833,419,0,118,219,0,34,0,301
41834,289,56,56,51,17,3,3,177
41835,623,63,123,289,0,19,16,437
41836,816,60,244,298,78,59,49,512
41837,873,17,176,250,112,81,24,680
41838,385,15,100,149,38,18,0,270
41839,1070,227,125,317,84,27,70,718
41840,629,100,84,202,58,40,48,445
41843,487,143,9,178,37,19,9,335
41844,740,69,82,166,84,32,121,589
41845,140,29,18,39,34,0,0,93
41847,393,0,80,127,62,69,27,313
41848,0,0,0,0,0,0,0,0
41849,43,0,0,16,15,0,12,43
41855,463,7,58,158,185,0,0,398
41858,5266,445,806,1893,525,477,330,4015
41859,317,38,28,126,21,25,13,251
41861,82,0,0,36,0,21,0,82
41862,673,139,81,276,42,17,43,453
42001,20045,531,846,5202,2278,3948,2698,18668
42003,20301,893,1940,6918,2527,2283,1111,17468
42020,1277,32,95,492,64,163,184,1150
42021,1105,197,130,363,79,78,22,778
42022,185,0,0,26,67,0,26,185
42023,1599,102,172,533,153,167,100,1325
42024,834,41,78,326,60,104,68,715
42025,13922,618,1155,4968,1181,1489,1373,12149
42027,1523,9,192,628,106,174,117,1322
42028,467,41,32,182,17,37,8,394
42029,4357,164,297,1820,398,478,170,3896
42031,2126,233,235,774,127,213,148,1658
42032,144,15,27,66,9,1,1,102
42035,645,32,47,270,29,90,61,566
42036,958,47,69,495,45,26,50,842
42037,68,0,43,25,0,0,0,25
42038,4254,131,484,1697,348,339,275,3639
42039,1373,75,98,695,131,94,63,1200
42040,615,21,8,162,56,126,71,586
42041,3007,262,338,1166,199,357,162,2407
42044,2723,71,237,937,212,253,377,2415
42045,1702,100,207,761,67,123,89,1395
42047,213,9,0,97,61,0,0,204
42048,1341,67,115,634,178,38,39,1159
42049,1101,58,71,362,36,165,74,972
42050,2158,273,236,840,116,138,96,1649
42051,2535,265,170,989,221,175,149,2100
42053,3804,24,327,1217,411,387,245,3453
42054,669,13,51,231,111,147,37,605
42055,1884,53,78,837,207,171,176,1753
42056,1252,50,132,527,122,113,53,1070
42058,1675,22,96,776,166,164,79,1557
42060,0,0,0,0,0,0,0,0
42061,26,0,0,26,0,0,0,26
42064,5916,459,508,2536,538,464,270,4949
42066,15690,985,1455,5913,1067,1565,1112,13250
42069,385,19,43,176,80,19,0,323
42071,19010,894,1172,5977,828,3221,2650,16944
42076,809,60,80,241,65,72,63,669
42078,1129,75,77,549,61,51,52,977
42079,1110,17,66,396,173,136,138,1027
42081,1394,97,331,563,35,141,46,966
42082,1202,36,24,411,162,138,137,1142
42083,245,23,15,94,26,0,12,207
42084,28,0,4,20,0,0,0,24
42085,657,69,53,278,74,42,8,535
42086,2938,87,178,941,322,549,157,2673
42087,1696,147,199,686,148,76,49,1350
42088,1554,101,95,783,98,183,59,1358
42101,33008,2626,3190,11520,2778,4162,2087,27192
42102,18,0,0,8,0,0,0,18
42103,13819,376,540,3089,1030,3108,2724,12903
42104,22113,831,895,4669,1903,5343,3579,20387
42120,1798,187,220,628,191,125,60,1391
42122,3634,175,191,987,365,734,469,3268
42123,445,32,9,248,50,53,15,404
42124,9,0,0,0,0,9,0,9
42127,4489,267,581,1957,335,308,229,3641
42129,4965,629,584,1768,314,235,332,3752
42130,191,24,28,40,33,10,25,139
42133,1087,128,141,470,63,82,49,818
42134,11765,486,1213,5292,878,1058,615,10066
42140,659,57,53,316,61,34,59,549
42141,21321,1879,1696,8695,1488,2391,1258,17746
42151,156,99,0,9,12,36,0,57
42153,276,41,47,110,25,26,11,188
42154,332,83,33,134,0,24,14,216
42156,230,8,8,106,18,22,14,214
42157,298,61,23,107,22,20,8,214
42159,1302,49,118,314,83,240,139,1135
42160,1117,89,67,594,54,83,78,961
42163,47,0,0,47,0,0,0,47
42164,11434,1027,1016,4559,987,1096,647,9391
42166,1813,187,145,841,125,115,72,1481
42167,5810,790,662,2365,406,351,404,4358
42170,1157,50,66,554,140,121,3,1041
42171,4994,308,432,1826,390,586,356,4254
42202,1626,224,180,684,37,139,60,1222
42204,422,25,61,144,27,25,46,336
42206,3992,379,252,1664,364,452,133,3361
42207,908,43,151,374,119,52,50,714
42210,3289,484,414,1322,219,203,123,2391
42211,9594,454,791,3056,998,967,572,8349
42214,421,39,13,132,0,104,42,369
42215,811,28,53,289,81,56,99,730
42217,2177,205,295,930,148,94,97,1677
42220,4602,503,307,1918,419,301,265,3792
42223,6890,46,178,1466,911,1138,426,6666
42232,504,31,0,164,62,153,16,473
42234,1725,169,208,663,55,159,84,1348
42236,423,52,32,162,64,63,20,339
42240,27281,1575,2651,9022,2868,2483,2393,23055
42254,172,12,10,71,3,6,5,150
