ZipCode,Pop25YAO,LessThan9th25YAO,9To12NoDip25YAO,HSGrad25YAO,AssocDeg25YAO,BachDeg25YAO,GradOrProfDeg25YAO,HSGradOrHigher25YAO
01001,13508,293,858,3816,1183,2601,1789,12357
01002,13857,379,291,1860,778,3541,5745,13187
01003,118,0,27,14,10,13,5,91
01005,3569,11,127,1315,363,615,540,3431
01007,10120,120,413,2259,939,2472,2366,9587
01008,949,23,73,302,94,188,117,853
01009,198,11,0,12,0,67,0,187
01010,2777,45,117,736,334,535,463,2615
01011,1081,22,100,429,117,128,74,959
01012,442,8,33,153,40,70,61,401
01013,15277,1128,1926,4915,1443,1798,1188,12223
01020,22277,884,1872,7737,2986,2617,1321,19521
01022,1571,26,56,459,185,231,145,1489
01026,710,3,15,216,32,167,130,692
01027,13940,199,451,4139,1724,3068,2018,13290
01028,11470,232,374,2531,1348,2831,2077,10864
01029,507,3,39,136,28,124,60,465
01030,8220,46,379,2506,1041,1910,894,7795
01031,855,13,66,322,95,170,56,776
01032,401,0,14,99,34,95,94,387
01033,4713,105,205,1204,444,1265,720,4403
01034,1615,14,60,569,160,335,174,1541
01035,4175,82,86,1033,354,1136,854,4007
01036,3882,35,202,1235,486,712,627,3645
01037,503,0,0,162,71,96,109,503
01038,2260,12,22,669,308,509,404,2226
01039,883,11,29,155,71,191,314,843
01040,26708,2516,3146,7953,1897,3773,2471,21046
01050,1771,13,85,573,227,347,162,1673
01053,1339,24,57,359,93,283,318,1258
01054,1496,8,45,233,74,355,601,1443
01056,15829,1208,1537,5092,1446,2550,1214,13084
01057,6485,189,277,2025,734,1023,813,6019
01060,10261,188,438,1500,673,2724,3622,9635
01062,7520,190,331,1372,552,1894,2206,6999
01063,0,0,0,0,0,0,0,0
01066,9,0,0,0,0,0,9,9
01068,1345,20,48,403,142,285,192,1277
01069,6649,138,420,2161,831,1238,438,6091
01070,448,2,11,98,50,75,132,435
01071,928,9,32,390,126,141,113,887
01072,1103,3,26,123,62,296,438,1074
01073,4401,12,225,1301,483,775,888,4164
01074,304,0,36,137,0,60,18,268
01075,11747,176,466,2804,1366,2351,2483,11105
01077,7147,178,359,1605,937,1378,1308,6610
01079,515,0,0,150,11,150,44,515
01080,1778,12,157,818,89,209,71,1609
01081,1344,19,60,535,180,169,105,1265
01082,7714,194,492,2977,883,1263,479,7028
01083,2127,13,45,1090,240,373,75,2069
01084,129,0,3,40,3,33,46,126
01085,27357,1083,1476,7840,2763,5816,3162,24798
01086,0,0,0,0,0,0,0,0
01088,309,0,23,76,54,85,32,286
01089,19716,877,1271,5058,2120,3737,2752,17568
01092,953,0,26,237,248,313,16,927
01093,205,0,3,37,14,77,48,202
01094,245,7,27,73,42,25,27,211
01095,10832,255,399,2438,1157,2846,2052,10178
01096,1964,5,119,513,232,439,349,1840
01097,24,0,6,10,5,3,0,18
01098,917,8,45,252,113,182,145,864
01103,1745,195,292,302,68,168,236,1258
01104,15009,1553,2243,5330,1191,1352,727,11213
01105,7547,1438,1115,2392,407,505,434,4994
01106,11109,196,252,1498,650,3548,3746,10661
01107,6229,1352,1218,1546,306,452,241,3659
01108,17060,1742,2777,5061,1430,1740,1399,12541
01109,16280,1513,2160,5171,1315,1692,860,12607
01118,10190,398,615,2842,1211,1996,1331,9177
01119,8534,423,629,3102,742,1244,578,7482
01128,2038,107,61,706,258,283,172,1870
01129,4956,111,358,1486,506,808,574,4487
01151,5501,387,852,1954,502,639,172,4262
01199,0,0,0,0,0,0,0,0
01201,32619,1057,2115,9820,3767,5847,3575,29447
01220,6240,153,529,2471,544,932,562,5558
01222,620,8,95,283,53,71,38,517
01223,1944,28,94,592,216,309,320,1822
01224,202,17,8,76,45,10,0,177
01225,2457,34,120,846,275,398,216,2303
01226,5261,16,206,1369,583,1202,646,5039
01229,70,16,0,19,6,9,6,54
01230,6147,134,280,1822,583,1086,1369,5733
01235,2061,4,145,762,206,360,271,1912
01236,843,16,56,153,41,203,197,771
01237,1896,12,69,491,203,483,348,1815
01238,4395,146,217,1189,391,704,698,4032
01240,3495,61,101,780,289,992,807,3333
01242,332,2,0,80,30,128,53,330
01243,234,0,0,79,17,40,34,234
01244,64,9,0,30,0,9,3,55
01245,692,45,10,115,48,210,169,637
01247,10588,536,1057,3807,727,1639,1033,8995
01253,603,0,30,196,76,90,112,573
01254,865,6,30,171,119,213,212,829
01255,698,15,44,209,53,123,128,639
01256,531,25,59,203,39,71,35,447
01257,1618,10,39,558,125,294,302,1569
01258,411,18,0,91,24,134,92,393
01259,488,0,52,113,40,106,128,436
01260,289,0,81,67,48,65,11,208
01262,919,83,5,206,52,176,213,831
01264,166,2,0,52,30,19,42,164
01266,1085,7,29,213,93,271,278,1049
01267,4214,29,251,638,237,983,1597,3934
01270,588,0,9,177,66,147,101,579
01301,13262,305,689,3726,1786,2590,1868,12268
01330,1081,5,21,300,103,247,240,1055
01331,9736,233,735,3745,1144,1314,549,8768
01337,1905,4,56,749,224,303,218,1845
01338,101,0,4,17,34,12,25,97
01339,1099,16,54,364,62,229,158,1029
01340,1321,30,86,448,126,208,183,1205
01341,1365,0,18,207,119,356,480,1347
01342,955,29,8,178,32,355,225,918
01343,38,2,7,15,6,0,4,29
01344,1086,17,69,474,118,122,58,1000
01346,304,7,11,91,39,57,49,286
01347,111,0,7,46,0,23,0,104
01349,873,26,46,367,63,103,62,801
01350,66,0,1,38,7,4,1,65
01351,1688,62,8,531,251,337,265,1618
01354,1290,3,25,336,118,348,267,1262
01355,720,7,21,207,50,138,171,692
01360,2220,12,126,557,319,434,483,2082
01364,5765,127,495,2341,483,734,427,5143
01366,954,0,35,283,82,148,179,919
01367,400,3,33,129,22,73,59,364
01368,954,36,37,379,92,93,94,881
01370,3155,166,149,686,319,816,524,2840
01373,3547,5,140,580,459,779,884,3402
01375,2575,34,100,533,166,456,871,2441
01376,3926,180,286,1246,454,604,375,3460
01378,600,17,31,165,46,137,72,552
01379,668,15,25,143,60,188,113,628
01420,26362,1660,2852,9089,2366,3727,1816,21850
01430,4176,30,89,1079,446,1152,457,4057
01431,2337,89,105,860,285,411,260,2143
01432,5718,66,127,1464,449,1507,1127,5525
01434,1575,23,33,467,131,284,200,1519
01436,2189,56,210,665,352,370,112,1923
01438,438,12,61,125,142,1,17,365
01440,14768,465,1216,5445,1894,1798,1004,13087
01450,7760,84,130,1086,274,3076,2061,7546
01451,3161,26,40,234,109,1146,1328,3095
01452,3275,51,73,1030,395,637,418,3151
01453,29249,1527,2527,8027,2768,5838,2897,25195
01460,7040,64,111,1438,509,2021,1825,6865
01462,7984,141,339,2314,876,1571,1219,7504
01463,8392,68,344,2106,872,2138,1288,7980
01464,5962,220,537,2328,319,1106,436,5205
01467,280,0,0,25,0,70,84,280
01468,3101,0,280,753,501,644,116,2821
01469,5137,42,187,1525,578,1158,623,4908
01473,5522,86,228,1326,676,1419,805,5208
01474,1340,0,101,423,87,280,193,1239
01475,7380,313,469,2598,882,911,614,6598
01501,12271,217,463,3719,1124,3125,1700,11591
01503,2271,11,99,623,160,657,405,2161
01504,6352,78,268,2060,676,1401,628,6006
01505,3194,64,64,535,349,1114,549,3066
01506,2602,110,195,865,126,544,215,2297
01507,9133,121,301,2766,908,2192,1219,8711
01510,9716,200,580,2717,1029,2484,872,8936
01515,1538,26,99,461,169,333,176,1413
01516,5716,113,114,1711,653,1499,411,5489
01518,2613,0,86,752,203,704,459,2527
01519,4826,92,143,985,462,1475,917,4591
01520,10875,89,212,1926,995,3351,2911,10574
01521,1812,21,100,455,233,314,246,1691
01522,2106,40,37,355,211,633,505,2029
01523,5437,267,565,1086,396,1314,792,4605
01524,4751,92,378,1500,497,821,574,4281
01525,224,17,15,117,0,34,25,192
01527,9574,167,556,2938,1008,1844,1332,8851
01529,2238,74,135,663,273,444,181,2029
01531,928,3,97,266,94,186,117,828
01532,10404,183,205,1572,805,3443,2776,10016
01534,4536,101,150,1382,376,914,928,4285
01535,3353,67,222,1306,213,476,414,3064
01536,5259,171,121,1236,396,1253,1152,4967
01537,1555,35,206,435,96,424,125,1314
01540,7959,148,311,2816,605,1529,647,7500
01541,2544,4,45,304,299,773,841,2495
01542,1736,92,101,491,151,256,168,1543
01543,5643,41,93,1543,501,1692,982,5509
01545,25060,742,510,4459,1911,7604,7040,23808
01550,11711,805,1356,4083,982,1274,664,9550
01560,3064,17,103,722,260,885,671,2944
01561,269,0,0,19,59,148,0,269
01562,9075,396,549,3332,744,1317,738,8130
01564,5779,80,184,1284,428,1640,1188,5515
01566,3941,36,124,759,431,1112,773,3781
01568,5341,60,95,882,474,1994,1068,5186
01569,9521,284,290,3120,933,2164,1230,8947
01570,12128,495,1070,4225,1229,2086,835,10563
01571,7433,244,336,2395,704,1396,861,6853
01581,13073,185,189,2035,779,4679,4081,12699
01583,5957,181,572,1791,576,1084,703,5204
01585,3533,67,250,1374,266,749,333,3216
01588,6492,97,366,2139,640,1407,533,6029
01590,6572,45,105,1885,491,1714,1266,6422
01602,16321,424,853,3539,1324,4258,3237,15044
01603,12789,975,1442,4642,1045,1448,918,10372
01604,25842,1301,2048,8223,2460,5038,2464,22493
01605,18025,1361,1955,5897,1242,2919,1550,14709
01606,14333,439,801,3968,1325,3155,2167,13093
01607,6113,259,790,1918,500,1041,397,5064
01608,2189,278,385,580,128,315,192,1526
01609,12885,838,1212,2561,826,2844,2556,10835
01610,12899,1220,2170,4633,889,1354,668,9509
01611,1577,9,64,551,131,350,84,1504
01612,3214,25,66,522,217,922,832,3123
01701,24756,487,551,4407,1433,8277,6364,23718
01702,26702,2066,1815,7825,1216,5867,3889,22821
01718,497,0,0,15,0,239,199,497
01719,4023,77,69,407,263,1195,1623,3877
01720,15754,277,202,1233,871,4829,7012,15275
01721,12404,238,293,2346,726,3720,3731,11873
01730,9731,90,223,878,531,3035,3862,9418
01731,997,0,1,105,82,265,298,996
01740,3443,7,21,437,304,1229,1082,3415
01741,3612,25,74,107,115,1312,1740,3513
01742,13943,232,453,1764,445,3829,6132,13258
01745,354,0,0,98,23,98,83,354
01746,10007,194,76,1161,713,3671,2923,9737
01747,4234,56,174,854,469,1469,478,4004
01748,11702,195,186,1387,602,4308,3718,11321
01749,14603,793,503,3813,1241,3609,2510,13307
01752,28680,1212,852,7779,2400,6873,4744,26616
01754,7845,156,182,1550,534,2083,2027,7507
01756,4118,31,38,1206,351,1245,578,4049
01757,20225,945,1040,5240,1731,4758,2768,18240
01760,25368,246,472,3297,1276,8303,8986,24650
01770,2969,14,9,220,61,985,1482,2946
01772,6281,118,95,853,267,2349,1840,6068
01773,3704,55,8,208,170,996,1963,3641
01775,4794,32,1,687,404,1611,1655,4761
01776,12536,80,63,1180,409,4483,5377,12393
01778,9472,52,94,513,253,3516,4354,9326
01801,29183,840,881,7423,2338,7937,5130,27462
01803,19540,507,290,4023,1585,6019,4686,18743
01810,23648,301,325,2033,1377,8142,9324,23022
01821,23430,382,1232,7372,1956,5675,2640,21816
01824,18680,232,413,3497,1387,5827,4397,18035
01826,21545,628,1204,7295,2148,3794,2382,19713
01827,2241,17,47,390,250,751,471,2177
01830,18418,1056,1229,5385,1936,3258,1657,16133
01832,15879,500,1275,5105,1332,3292,1389,14104
01833,6042,35,118,1111,512,1976,1187,5889
01834,4542,58,113,895,565,1252,776,4371
01835,9094,103,342,2509,1134,2215,1175,8649
01840,3522,903,522,1037,159,327,90,2097
01841,29265,6175,4289,9718,1200,1791,627,18801
01843,15981,2420,1874,4742,1242,1433,834,11687
01844,34037,2244,1960,10162,3385,6000,3730,29833
01845,20336,274,406,3104,1720,7156,5340,19656
01850,10018,910,700,4614,708,846,625,8408
01851,20468,2751,1716,6353,1286,2965,1965,16001
01852,23937,2568,1809,7616,1401,3869,2757,19560
01854,17085,1783,1997,5759,1277,1977,1438,13305
01860,4916,91,169,1078,316,1448,861,4656
01862,7750,132,561,2561,636,1400,919,7057
01863,6658,154,236,1561,599,1556,1513,6268
01864,11056,102,301,2636,1025,3250,2307,10653
01867,17650,219,322,2782,1269,5759,5179,17109
01876,22194,376,764,6781,2209,5204,2731,21054
01879,8778,199,255,1879,768,2820,1358,8324
01880,19889,637,692,4045,1784,6119,4095,18560
01886,15809,275,147,1899,944,5404,5550,15387
01887,16506,324,410,4647,1185,4063,3038,15772
01890,15129,179,74,1705,601,4526,6941,14876
01901,1217,314,44,318,69,129,80,859
01902,31821,5080,3057,9987,2355,3864,1441,23684
01904,11916,690,522,4071,1088,2012,1143,10704
01905,16129,2610,1134,5623,1275,1992,642,12385
01906,20829,761,887,7852,1964,3995,1890,19181
01907,10556,164,177,1935,732,3147,2781,10215
01908,2833,25,55,569,146,857,723,2753
01913,12363,133,616,3231,1096,3078,2032,11614
01915,29086,704,932,6497,2537,8739,5658,27450
01921,5700,33,100,639,548,1842,1790,5567
01922,2269,46,74,261,193,896,412,2149
01923,19854,280,782,4831,2308,5114,3302,18792
01929,2672,10,17,418,199,873,706,2645
01930,23105,915,1178,6117,2046,5428,3624,21012
01937,174,10,30,87,0,19,0,134
01938,9997,68,261,1977,913,2920,2409,9668
01940,9225,94,161,1576,787,2969,2327,8970
01944,3810,15,97,593,176,1276,1220,3698
01945,14811,111,214,1278,767,5717,4742,14486
01949,6879,98,432,1943,673,1733,861,6349
01950,13575,159,228,2007,978,4614,3801,13188
01951,3013,25,53,448,286,1192,525,2935
01952,6944,238,319,2032,600,1695,764,6387
01960,38654,2108,1731,12280,3633,8566,4266,34815
01966,5747,51,90,1162,542,1836,1245,5606
01969,4590,0,139,1201,491,1094,807,4451
01970,30148,1518,1270,7823,1673,7414,4807,27360
01982,5301,35,66,658,391,1915,1665,5200
01983,4568,62,62,644,237,1351,1423,4444
01984,2631,31,7,367,183,1039,729,2593
01985,3148,22,34,458,347,1110,725,3092
02019,12055,208,411,3577,1461,2343,1676,11436
02021,16635,291,350,2732,1514,5018,4276,15994
02025,5667,51,72,787,238,2108,1865,5544
02026,18604,439,605,3906,1210,5061,4481,17560
02030,3811,15,59,239,135,1229,1903,3737
02032,3136,31,12,659,220,987,851,3093
02035,12456,257,523,2346,908,3773,2602,11676
02038,21462,130,468,4005,1810,7085,4991,20864
02043,16000,56,166,1966,974,5802,5400,15778
02045,8404,77,222,2064,818,2334,1439,8105
02047,77,0,0,0,20,0,11,77
02048,16197,117,239,2994,1460,5015,3850,15841
02050,18091,124,657,3681,1824,5206,2988,17310
02052,7970,52,66,708,580,2740,3018,7852
02053,8933,157,265,1433,664,3219,1992,8511
02054,5824,41,116,1114,528,2007,1147,5667
02056,8074,181,451,1482,640,2647,1661,7442
02061,7364,93,112,999,503,2934,1987,7159
02062,21398,457,674,4757,1777,6621,3549,20267
02066,12921,117,261,1769,1129,4357,3250,12543
02067,12285,180,163,764,764,3766,5272,11942
02071,1395,131,126,429,117,229,61,1138
02072,20804,944,963,5414,2022,4921,2813,18897
02081,13123,299,400,2559,942,4496,2425,12424
02090,10769,76,258,1149,770,3890,3640,10435
02093,7846,49,181,1611,879,2664,1357,7616
02108,3137,9,107,162,48,1194,1457,3021
02109,3437,84,121,287,114,1377,1132,3232
02110,2067,0,34,79,86,584,1126,2033
02111,5543,993,367,781,122,1330,1666,4183
02113,6221,113,158,514,153,3280,1530,5950
02114,11247,170,381,599,196,4180,4963,10696
02115,11277,752,585,1337,513,3494,3604,9940
02116,17996,942,449,1413,377,6082,7563,16605
02118,21312,2053,1179,3097,782,5445,6769,18080
02119,18139,2265,2306,4526,755,3152,1517,13568
02120,7184,483,709,1410,348,1510,1425,5992
02121,18536,2115,1727,6896,1234,2007,1148,14694
02122,18018,2068,1849,5245,854,3311,1648,14101
02124,37459,3383,3428,11495,2349,6298,3453,30648
02125,23283,2419,1728,5917,1307,5463,3061,19136
02126,20549,1468,1695,7305,1694,2167,1514,17386
02127,29714,1353,1141,4727,1333,12433,6358,27220
02128,32937,6989,2832,9728,1140,5507,3118,23116
02129,14658,738,495,1993,411,5178,4678,13425
02130,31126,1412,1088,4205,979,8955,11222,28626
02131,24362,1185,1281,5319,1416,5666,4965,21896
02132,21858,800,765,4182,1395,5857,6261,20293
02134,13182,569,450,1535,518,4793,4206,12163
02135,33905,1444,1150,4152,1190,13462,9045,31311
02136,22992,1359,1870,5955,1837,4283,2411,19763
02138,23030,181,298,1129,397,6689,13181,22551
02139,26211,625,694,2113,554,8084,11878,24892
02140,15939,465,446,2101,333,4071,7212,15028
02141,10508,678,416,1366,199,2803,4305,9414
02142,2440,5,0,107,58,718,1522,2435
02143,20658,879,643,2390,447,7588,7489,19136
02144,19094,412,597,2089,518,7327,6797,18085
02145,19785,1545,1354,4305,876,5094,3794,16886
02148,43855,3563,2344,12518,2855,9435,6510,37948
02149,30266,3306,2475,10630,2009,3969,2152,24485
02150,26262,5454,2484,8773,1127,2916,1674,18324
02151,39275,4542,2396,15780,1988,5381,2922,32337
02152,14227,225,503,4525,1035,3365,1862,13499
02155,42191,1311,1816,8848,2471,11087,11199,39064
02163,1902,0,0,0,23,1209,635,1902
02169,43314,2144,2094,11003,3164,11739,7378,39076
02170,14540,1313,1070,2997,1091,3910,2082,12157
02171,14333,981,699,2951,849,4166,2969,12653
02176,20292,311,650,3228,1431,6213,5639,19331
02180,16770,428,553,4163,1526,4414,3061,15789
02184,26409,614,920,6901,2244,7050,4311,24875
02186,17650,314,529,2382,1205,5477,5281,16807
02188,11673,206,536,3105,985,3077,1531,10931
02189,10616,267,720,3158,1133,2219,937,9629
02190,12715,287,469,3423,1428,3352,1588,11959
02191,6321,88,220,1872,571,1632,759,6013
02199,1024,10,0,35,10,519,418,1014
02203,25,0,0,0,0,0,0,25
02210,2799,0,0,68,85,1263,1152,2799
02215,9148,165,264,585,156,3014,4242,8719
02301,40310,4389,4195,12905,3425,5398,2062,31726
02302,21973,1159,1560,8151,2145,2633,1376,19254
02322,3367,87,239,1305,228,724,188,3041
02324,16575,265,719,4643,1626,3954,1862,15591
02330,8231,241,580,3139,866,1033,656,7410
02332,10607,29,82,1091,721,4336,3174,10496
02333,9739,174,263,3067,1002,1634,1210,9302
02338,5357,30,184,2057,601,907,722,5143
02339,9572,94,277,2118,930,2889,1804,9201
02341,7589,62,305,2311,798,1748,697,7222
02343,7441,89,232,2265,862,1175,811,7120
02346,18077,280,511,6109,2438,3355,1776,17286
02347,8079,175,278,2151,902,1907,1185,7626
02351,11444,195,387,3021,1270,3118,1199,10862
02356,8582,107,177,1621,775,2759,1787,8298
02357,113,0,7,0,0,6,79,106
02359,12726,216,365,3779,1460,3301,1603,12145
02360,43883,658,1439,12456,4852,10001,6000,41786
02364,9204,132,316,2405,935,2751,1295,8756
02366,185,23,9,84,8,13,8,153
02367,2197,9,94,792,244,488,225,2094
02368,24333,1510,1965,7228,2445,4464,2085,20858
02370,12792,238,490,4411,1176,2658,1116,12064
02375,6988,151,276,1668,800,1894,1114,6561
02379,5026,78,189,1648,472,1114,653,4759
02382,10009,165,441,3292,1215,2171,759,9403
02420,9880,58,143,604,338,2698,5481,9679
02421,13106,79,108,1021,451,3751,6985,12919
02445,14414,170,174,870,377,4518,7355,14070
02446,20876,365,410,980,499,6360,11229,20101
02451,14296,369,366,3120,1195,4063,3346,13561
02452,9026,223,332,1808,623,2507,2271,8471
02453,19094,1209,809,3723,1013,5755,4403,17076
02457,8,0,0,0,0,0,0,8
02458,8975,340,52,1139,381,2877,3467,8583
02459,12766,16,52,598,339,3984,7092,12698
02460,6480,119,58,737,184,1866,3008,6303
02461,5284,57,56,156,82,1591,2820,5171
02462,1071,4,25,90,24,299,532,1042
02464,2389,29,94,316,129,678,810,2266
02465,8206,128,141,1054,436,2171,3704,7937
02466,5269,118,104,671,210,1399,2457,5047
02467,10760,194,79,670,570,2972,5490,10487
02468,3892,56,33,91,71,1207,2256,3803
02472,27638,614,805,4335,1511,8783,8956,26219
02474,20645,276,302,2440,912,6403,8388,20067
02476,12532,294,243,1599,493,3734,5056,11995
02478,17931,289,348,1776,830,4390,8691,17294
02481,9153,66,92,348,244,3272,4605,8995
02482,7078,77,72,600,225,2382,3283,6929
02492,13421,104,200,1159,573,4280,6187,13117
02493,7590,31,46,717,165,2391,3851,7513
02494,6829,46,108,990,405,1908,2906,6675
02532,9786,137,359,3188,872,1958,1314,9290
02534,512,28,27,220,16,75,76,457
02535,1016,2,4,140,58,361,273,1010
02536,14483,252,822,4203,1311,2939,2198,13409
02537,4677,26,75,608,452,1534,1077,4576
02538,2620,69,117,1245,265,205,133,2434
02539,2782,155,101,806,205,695,345,2526
02540,6741,56,282,1042,390,1730,2205,6403
02542,467,0,0,108,14,132,57,467
02543,615,0,15,35,7,278,229,600
02553,97,0,0,14,47,36,0,97
02554,7845,63,317,1459,527,2311,1692,7465
02556,2219,4,15,438,154,716,615,2200
02557,3422,16,37,757,339,806,643,3369
02558,897,33,41,254,174,158,0,823
02559,3219,47,8,835,442,691,463,3164
02561,244,0,0,32,57,135,0,244
02562,2282,8,42,550,369,480,341,2232
02563,7243,166,130,1465,659,2143,1332,6947
02564,168,0,0,17,0,70,63,168
02568,3176,54,176,957,174,629,563,2946
02571,7858,309,302,2734,752,1320,734,7247
02575,2287,0,23,425,60,679,595,2264
02576,3198,100,292,1185,284,542,183,2806
02584,12,0,0,0,0,0,12,12
02601,10811,324,878,4481,1100,1223,719,9609
02630,1637,62,56,127,149,452,403,1519
02631,7688,52,150,1574,606,2179,1729,7486
02632,7754,97,124,1648,823,1892,1488,7533
02633,3441,61,50,399,359,1248,858,3330
02635,2432,17,26,380,259,836,603,2389
02637,137,0,15,0,14,24,69,122
02638,2753,26,155,533,257,672,743,2572
02639,2356,3,72,819,233,424,308,2281
02641,182,0,0,8,16,79,46,182
02642,3932,37,110,854,316,1086,920,3785
02643,0,0,0,0,0,0,0,0
02644,3097,10,84,796,371,521,330,3003
02645,7411,82,145,1681,493,2038,1464,7184
02646,1564,33,23,254,168,396,466,1508
02647,74,0,0,9,12,41,12,74
02648,5101,59,152,1304,454,1227,841,4890
02649,10723,193,186,2537,1298,2690,1569,10344
02650,767,4,15,224,42,232,177,748
02651,0,0,0,0,0,0,0,0
02652,629,21,34,142,0,134,150,574
02653,4906,32,38,857,364,1610,1200,4836
02655,2798,21,37,668,187,823,575,2740
02657,2691,69,94,511,155,716,595,2528
02659,790,0,19,137,112,226,132,771
02660,5096,38,205,1612,346,1114,660,4853
02663,94,0,0,0,25,0,69,94
02664,6944,84,240,2305,739,1144,965,6620
02666,451,35,6,85,0,214,61,410
02667,2604,34,140,561,152,847,506,2430
02668,2133,10,28,436,203,520,464,2095
02669,85,0,0,47,10,8,20,85
02670,1061,0,19,248,130,291,228,1042
02671,784,2,0,116,86,231,215,782
02672,233,0,0,45,0,118,50,233
02673,6515,142,341,1834,682,1285,783,6032
02675,5331,62,75,1049,490,1544,1196,5194
02702,3104,99,110,880,394,722,350,2895
02703,31522,1153,2132,9016,3277,7035,3160,28237
02713,40,0,7,6,2,15,9,33
02715,2492,63,40,947,276,443,334,2389
02717,3646,196,193,1176,376,757,282,3257
02718,4689,412,537,1266,311,951,292,3740
02719,11681,651,534,3699,965,2098,1149,10496
02720,22067,2628,2012,6689,1817,3229,1495,17427
02721,17589,2954,2513,5803,1606,1416,526,12122
02723,9855,1523,973,3965,797,790,264,7359
02724,12651,2339,1688,4189,638,962,629,8624
02725,1974,259,106,511,125,271,106,1609
02726,11964,438,782,3804,1351,2242,968,10744
02738,3695,134,88,882,225,991,933,3473
02739,4768,24,65,972,598,1278,1078,4679
02740,29477,4093,2906,9535,2417,3749,2085,22478
02743,7755,659,614,2974,673,1173,413,6482
02744,7448,1593,1013,2250,405,749,251,4842
02745,17854,1977,1375,6382,1607,2340,1120,14502
02746,9773,1836,1315,3874,592,571,203,6622
02747,14318,1329,961,4406,1269,2328,1589,12028
02748,8713,736,490,2106,653,1773,1738,7487
02760,18883,548,756,4744,1615,4547,2750,17579
02762,6633,54,128,1709,775,1626,1101,6451
02763,1228,0,0,92,206,379,309,1228
02764,2970,74,115,930,352,292,516,2781
02766,12621,138,432,3297,1220,3443,1629,12051
02767,10254,152,495,2812,951,2480,1630,9607
02769,8417,232,178,1958,831,2101,1448,8007
02770,3621,51,189,928,394,985,665,3381
02771,11417,279,603,2808,1047,2770,1582,10535
02777,12410,801,796,4228,1568,1628,1265,10813
02779,4589,62,121,1495,574,901,630,4406
02780,34949,2602,2689,11618,3502,5123,2200,29658
02790,11740,746,766,3053,940,2277,1899,10228
02791,300,0,0,28,0,89,135,300
02802,398,35,45,191,10,35,17,318
02804,1418,15,41,412,100,237,178,1362
02806,11162,116,267,1278,686,3627,3963,10779
02807,674,9,10,122,61,183,124,655
02808,1731,0,272,565,95,287,118,1459
02809,14844,800,1277,3431,1119,3138,2486,12767
02812,806,0,72,153,56,230,213,734
02813,5838,118,293,1466,669,1237,934,5427
02814,5652,65,316,1746,556,1072,695,5271
02815,134,0,0,0,0,66,68,134
02816,23907,647,1364,7764,2882,4196,2273,21896
02817,4272,41,117,1193,561,944,865,4114
02818,13307,145,378,2281,1015,4068,3518,12784
02822,4551,49,325,1058,366,1377,727,4177
02825,4012,52,148,1063,280,833,563,3812
02826,444,0,12,179,14,99,64,432
02827,1601,49,90,490,166,303,147,1462
02828,5953,77,369,1621,655,1150,785,5507
02830,4132,71,121,1123,542,826,596,3940
02831,2476,43,86,709,190,646,277,2347
02832,3165,48,39,840,438,683,372,3078
02833,878,45,60,337,60,244,46,773
02835,4101,20,87,526,195,1607,1041,3994
02836,160,0,0,77,43,0,40,160
02837,2826,20,61,442,373,845,621,2745
02838,2383,116,137,998,264,341,225,2130
02839,1535,107,346,483,91,54,182,1082
02840,16522,475,553,3160,859,5393,3432,15494
02841,982,0,0,3,75,531,172,982
02842,11658,355,505,2702,983,3046,2041,10798
02852,15897,325,416,3275,1479,4208,3353,15156
02857,6482,0,238,1631,695,1665,1052,6244
02858,551,13,0,26,106,113,0,538
02859,5305,140,411,1728,679,1128,272,4754
02860,31329,3891,3125,9987,2396,3702,2497,24313
02861,18637,1160,1656,6283,1687,2559,1370,15821
02863,11592,2631,1690,4359,501,628,297,7271
02864,25123,1174,1325,6369,2126,6149,3454,22624
02865,12281,455,496,2871,1243,3175,1901,11330
02871,12136,185,527,2384,870,3437,2747,11424
02872,252,0,42,63,16,90,21,210
02873,148,0,0,30,19,35,50,148
02874,4087,49,103,611,363,1437,1101,3935
02875,364,0,0,39,92,142,33,364
02876,173,0,0,79,0,37,18,173
02878,12195,378,655,3889,1118,2397,1646,11162
02879,14854,116,601,2998,950,4153,3585,14137
02881,1668,13,45,137,43,538,618,1610
02882,9077,68,209,1480,597,2824,2373,8800
02885,8176,314,609,2099,797,1861,1029,7253
02886,21554,736,1107,6050,2251,5008,2586,19711
02888,14467,467,785,4095,1766,2873,1663,13215
02889,20209,484,1325,6087,2447,3767,1739,18400
02891,15562,558,822,4290,1463,3226,2054,14182
02892,3498,50,153,1013,423,700,684,3295
02893,21072,607,1815,6301,2298,3226,1468,18650
02894,461,0,19,276,54,11,50,442
02895,28738,2071,3504,10315,2248,3095,1716,23163
02896,9093,268,429,2936,984,1913,1044,8396
02898,1187,32,83,352,221,183,82,1072
02903,6398,511,642,1344,193,1472,1688,5245
02904,21599,847,2156,7405,1566,3573,1843,18596
02905,15521,1743,1098,4435,1223,2295,1882,12680
02906,17788,322,431,1505,494,5542,8116,17035
02907,18241,3361,1940,5643,1319,1783,712,12940
02908,21976,1320,1892,7412,1259,3533,2522,18764
02909,25186,4017,2967,9575,1264,2680,932,18202
02910,15462,720,818,5274,1573,2422,1374,13924
02911,11264,335,744,3655,849,2313,1212,10185
02912,14,0,0,0,0,0,12,14
02914,15687,1589,1731,4964,1110,2038,1098,12367
02915,12700,258,955,3981,1164,2182,1481,11487
