ZipCode,Pop16YAO,MedianEarnings16YAO,MedianEarnings25YAO,MedianEarningsBachelors25YAO,MedianEarningsGradOrProfDeg25YAO
57649,127,36250,37250,38750,
57650,24,34063,,,
57651,97,21563,30833,,
57652,128,22917,25313,,
57656,442,33636,37212,50000,43125
57657,156,36250,37125,48500,107917
57658,125,21827,25179,31250,
57660,74,27000,31667,40750,
57661,53,27292,43750,,
57701,25653,25813,30199,39498,53870
57702,19708,37397,41235,47123,60366
57703,9877,31163,35090,40578,57222
57706,2230,22483,31467,23250,75750
57714,172,11250,25208,,
57716,216,27841,26875,50625,21250
57717,4243,29070,33600,46357,49063
57718,4269,32255,35920,41222,51250
57719,4350,28113,33202,40756,51454
57720,447,34653,36397,39000,
57722,90,19500,19125,,
57724,140,17794,20000,33750,
57725,165,25710,26080,26555,
57730,2802,30751,31527,37353,54219
57732,1475,27016,30060,39432,
57735,534,26290,27460,37188,
57738,82,42308,42404,43929,
57741,54,,,,
57744,1104,31624,32142,27014,33654
57745,1456,28274,30490,46316,
57747,3239,25839,31230,43087,52500
57748,147,33938,34313,34500,23542
57750,157,21354,27308,,
57751,592,18269,26848,,91406
57752,555,25908,27089,28083,49722
57754,2258,28380,30809,38274,
57755,56,46250,51528,51528,
57756,148,30833,31364,,
57758,60,,,,
57759,336,,18914,,
57760,714,25867,27483,41923,
57761,878,35486,38523,36458,64375
57762,282,23750,25958,34583,
57763,141,34125,38125,48500,42500
57764,675,12806,16520,,
57766,132,26250,37679,,
57767,80,34722,35313,128750,
57769,1832,40674,41023,56354,61736
57770,2115,22472,29038,40119,
57772,653,15469,21319,40511,
57773,133,35313,36625,53542,
57775,165,31679,31321,53553,
57776,0,,,,
57779,69,,,2500,
57780,43,,30625,,73750
57782,16,,,,
57783,9327,28663,35968,35336,54722
57785,5181,31449,36791,42325,70536
57787,256,26711,26711,16000,
57788,266,28913,27935,25278,
57790,554,31838,36447,55000,44722
57791,202,25588,27292,30278,
57792,126,35724,36217,,
57793,1314,31071,34211,60038,63852
57794,41,,18864,,
57799,600,4568,13393,,
58001,24,42083,42813,,
58002,21,34750,34750,,
58004,171,46406,50417,54338,
58005,549,51875,55769,65000,79375
58006,239,40156,45139,51250,61250
58007,61,37188,38438,,
58008,119,45694,46806,62500,
58009,6,,,,
58011,231,36250,41563,53542,
58012,1580,41007,42378,57396,57292
58013,95,30938,33750,,
58015,168,40000,46563,45625,
58016,75,46250,47857,,
58017,174,35769,36058,48333,
58018,220,53088,54191,56786,54063
58021,229,36250,38250,51250,
58027,778,37589,40500,38958,
58029,57,34583,36250,,
58030,364,38000,39750,48194,33750
58031,272,38889,37639,41250,
58032,411,36188,44821,50833,
58033,302,34688,42125,24375,
58035,170,37197,38750,210000,50000
58036,202,45000,47250,47500,
58038,203,51307,51761,54722,72679
58040,727,47881,48796,52679,75469
58041,786,37000,41034,56250,80278
58042,846,48333,52574,59345,84375
58043,65,48438,49688,48333,
58045,1205,37157,41071,52159,60833
58046,350,38000,40139,25000,
58047,2180,54951,64421,78333,95524
58048,286,39219,41923,52917,
58049,230,43077,44135,46591,50714
58051,1141,49258,52479,62045,65625
58052,313,39931,40543,63750,41250
58053,615,34408,35811,44583,41250
58054,1690,38662,39912,48516,83026
58056,74,,,,
58057,56,31750,31750,,
58058,62,37500,39861,,
58059,803,40139,43667,50750,41406
58060,668,41932,45341,48438,48333
58061,227,36375,45104,51250,
58062,66,37500,38750,,
58063,242,24113,31250,52813,
58064,289,40231,41806,52500,
58065,21,22875,22875,,
58067,156,37500,37143,61500,
58068,259,25521,31731,53833,
58069,83,35938,46250,,
58071,271,35592,38472,58750,
58072,4793,33173,38690,40702,49554
58075,6041,29801,37029,53125,69844
58076,341,4189,,,
58077,407,40458,42212,51389,71250
58078,21296,42017,47542,51579,83640
58079,282,47125,48750,37333,
58081,530,40645,41833,49688,34000
58102,20517,25278,38888,43086,62049
58103,31427,29469,34596,41054,51417
58104,27447,39471,47479,51573,82042
58105,2154,4595,10417,,
58201,24187,33476,41787,50502,67644
58202,1600,4321,,,
58203,12080,20713,34803,40000,46250
58204,1395,30475,42047,40500,61458
58205,338,23770,25347,,
58210,221,37031,41250,38750,
58212,331,30981,32337,,39167
58214,207,37250,41667,51250,
58216,107,30625,33214,41250,22361
58218,537,43849,44507,51667,61250
58219,24,29286,29286,,
58220,1203,38054,40263,53839,41458
58222,138,32500,38036,47500,
58223,146,37241,40350,51563,
58224,55,42188,42188,31364,
58225,542,40156,44861,54500,54375
58227,367,40875,47500,50469,180909
58228,523,32629,39464,42083,115000
58229,48,46458,46458,75417,
58230,417,35038,36830,40000,
58231,214,35972,36736,41250,63500
58233,142,47500,48646,49625,
58235,227,43438,44500,55750,68750
58237,2859,31922,35127,33167,63750
58238,97,44750,41750,34205,
58239,11,,,,
58240,639,37350,41452,41250,55000
58241,70,56786,57143,,
58243,381,36250,41346,44625,52708
58244,85,42813,43438,55781,
58249,1381,39226,43068,44868,58500
58250,115,31250,36563,,
58251,1120,36591,40074,41438,46071
58254,244,36500,37500,27083,81000
58256,511,42560,44940,44028,77917
58257,1252,27656,42897,44651,58068
58258,192,45000,47083,49306,75833
58259,227,32305,32614,34375,48750
58260,105,58224,58421,69375,
58261,790,32905,33986,49375,66250
58262,36,,,,
58265,249,30982,31346,43125,
58266,86,42222,42222,,
58267,651,32165,35655,43750,69107
58269,125,46058,46442,,
58270,990,35878,38531,44250,46563
58271,349,41023,44286,48750,75625
58272,150,28000,32500,80250,56250
58273,140,18000,20278,,
58274,572,39762,47984,52661,48750
58275,506,36000,38833,52500,95682
58276,329,33839,34375,39583,56250
58277,51,48542,49167,65417,
58278,1198,48350,51167,58056,60833
58281,63,,,,
58282,780,32071,35889,,138214
58301,5993,35036,41958,52328,55494
58311,64,53833,53917,,
58316,2519,34576,35901,52333,42206
58317,102,40625,40625,91250,
58318,2244,31550,34023,33333,52500
58321,44,25625,27188,,
58323,32,48750,48750,,
58324,739,37569,43942,53125,50625
58325,22,32500,32500,,
58327,181,41250,41786,34063,50909
58329,1341,29063,31580,38269,64531
58330,164,27167,28750,46250,51250
58331,36,28750,28750,,
58332,162,61000,62813,63125,
58335,441,17008,21875,39375,
58338,44,,,93250,
58339,18,,,,
58341,1339,35172,37500,37428,70313
58343,34,48438,48438,,
58344,488,31974,36989,50250,39423
58345,61,47813,50750,56250,
58346,404,32155,41250,41786,56667
58348,423,37153,40750,47500,67500
58351,263,38194,40357,45938,63125
58352,244,47500,47679,73750,
58353,66,25938,25625,30625,
58355,36,38000,38375,49583,
58356,1002,32292,37292,46875,
58357,154,32857,36042,41250,
58361,115,28203,29375,52750,
58362,0,,,,
58363,56,90476,90595,91012,
58365,121,41450,41750,56250,
58366,557,28125,32105,42188,66250
58367,782,31984,32059,50000,63000
58368,2043,30250,32000,39375,36350
58369,577,33350,35804,48125,65500
58370,455,25313,26587,62589,
58372,66,46591,46591,,
58374,280,36719,39271,59688,48958
58377,155,41307,41705,42031,
58379,127,25568,30000,22500,
58380,214,31500,41094,45893,53438
58381,170,32222,40625,53750,113571
58382,139,36161,36339,,
58384,291,32417,31750,30673,42083
58385,111,30938,34375,,
58386,90,41875,48125,,56250
58401,9918,35931,40009,47121,67014
58402,33,,,,
58405,379,4988,,,
58413,521,31780,32563,49063,50357
58415,126,40341,40852,40921,
58416,229,30744,31726,47875,
58418,202,33750,37679,61250,
58420,232,46136,46818,36667,
58421,1657,39012,42670,48241,49333
58422,75,44063,49375,84000,
58423,17,29375,29375,,
58424,145,31534,33393,30729,
58425,724,30859,33352,48438,
58426,69,31635,31827,,
58428,157,36250,40060,41417,
58429,211,29917,34167,,
58430,74,40417,42083,60000,
58431,46,,,,
58433,598,35921,37336,53333,56250
58436,1053,31217,39688,43438,56103
58438,421,40060,48958,55250,
58439,46,,,,
58440,69,37292,37083,36042,
58441,193,32917,38125,,
58442,226,30417,30972,20417,
58443,115,33438,40208,,96563
58444,82,48393,48929,71000,
58445,122,32308,32308,21750,
58448,162,41154,52813,53125,
58451,107,49063,41875,73750,
58452,21,,,,
58454,209,27188,31389,49167,
58455,215,34821,36591,46875,61250
58456,294,39118,44063,57083,53125
58458,652,38088,39779,40000,63750
58460,132,30455,30682,54000,
58461,207,41827,46607,46250,61250
58463,306,28906,29861,,
58464,119,46875,43750,48889,
58466,197,38875,40515,46250,
58467,396,31875,37426,51184,45625
58472,282,40192,45375,40417,66250
58474,1540,34138,40847,49839,101429
58475,127,35268,35446,36161,
58476,164,41250,52917,56875,64167
58477,70,48333,49583,,
58478,65,25625,26250,31250,
58479,148,50357,51429,,
58480,206,34783,37500,33750,
58481,127,61250,61667,63182,
58482,568,33900,36802,52917,31875
58483,154,27143,31250,51875,63438
58484,12,,,,
58486,121,56058,56058,55682,62639
58487,257,40750,52750,53125,37083
58488,102,38500,38500,22250,
58490,113,23125,23000,,
58492,246,36818,42604,53438,44821
58494,130,35833,36458,37708,63750
58495,797,33641,35111,27159,38750
58496,104,32308,35000,54063,
58497,148,38750,39250,48750,
58501,18323,36498,41218,45538,63464
58503,19328,46382,50862,60568,71573
58504,16975,38808,45192,51661,66845
58505,0,,,,
58520,145,32434,32303,,
58521,337,51250,54167,70625,93421
58523,2076,40604,48804,39766,49219
58524,27,,,,
58528,241,20781,27574,44375,
58529,310,32396,37763,41094,31250
58530,484,39135,40682,62578,
58531,185,24688,26176,12917,
58532,105,45104,46042,53750,
58533,511,32083,32750,50417,43125
58535,424,39091,41490,41313,46250
58538,954,28056,30738,53333,47750
58540,1286,31804,35370,53611,63750
58541,218,30313,30469,,
58542,123,35438,36000,51250,
58544,226,33553,34539,41250,
58545,2117,45052,47857,52431,54635
58549,145,42083,50625,,
58552,916,28333,30899,41439,64250
58554,16070,41543,45033,54384,74750
58558,592,42727,47679,57115,61705
58559,120,53000,54500,,
58560,80,34167,35536,42500,
58561,589,36292,37431,43750,68125
58562,224,37000,36625,47917,39000
58563,1185,44554,46767,49671,54667
58564,49,34375,38250,68750,
58565,124,33333,39531,53125,41250
58566,67,36250,38750,56250,
58568,276,32250,40313,45789,47500
58569,50,30385,30385,31429,
58570,272,32083,34318,54375,
58571,264,38889,40500,40417,
58572,164,31429,33750,64375,
58573,273,37708,40852,40417,66250
58575,454,33750,36364,39333,46667
58576,533,36938,39483,42188,57500
58577,1161,44183,47113,46823,74861
58579,842,41397,48021,50375,74167
58580,138,51750,53250,59167,
58581,156,32206,41667,42917,47917
58601,15734,42268,50294,50507,67891
58620,63,42083,42083,46250,31500
58621,827,36122,39125,40682,51750
58622,989,38234,40321,32333,116250
58623,1257,37682,44757,50200,74063
58625,164,23409,46607,,
58626,181,23125,23750,,
58627,70,36667,36667,,
58630,393,25927,31250,12625,
58631,597,35547,39609,46042,63500
58632,117,31750,31167,30714,40833
58634,215,,,,
58636,518,40250,45833,54500,53958
58638,584,39643,41736,50625,
58639,1090,31581,38542,40909,69875
58640,883,40039,44306,40313,102813
58641,18,36667,36667,,
58642,172,53438,53000,63929,
58643,80,53333,65250,,
58645,214,48250,48625,49412,
58646,613,34327,35363,40625,39375
58647,683,28689,29055,52321,
58649,165,33393,34464,20250,
58650,198,31304,43194,49000,
58651,322,40804,42009,42386,
58652,705,40461,48125,54464,53000
58653,449,39141,40625,46364,40833
58654,179,26125,31563,13750,
58655,353,41192,41366,46250,
58656,275,45221,47426,46667,78750
58701,19804,37950,41960,52205,71682
58702,0,,,,
58703,14820,35977,43563,47308,74375
58704,2700,29231,45808,46513,86875
58705,525,24338,36591,,
58707,322,4490,,2500,
58710,322,32045,36375,42917,
58711,140,42273,44500,58229,
58712,62,26250,36563,,
58713,13,40750,40750,,
58716,56,32500,36875,39500,
58718,494,42833,48438,57813,80833
58721,335,45069,44808,44688,44861
58722,1094,35357,39613,35833,52250
58723,131,25781,26406,53295,38750
58725,209,26705,32250,,
58727,112,54000,53875,39688,81250
58730,727,39255,40724,31847,
58731,144,44000,44375,39375,
58733,167,30625,32083,85250,
58734,210,40278,53413,78438,
58735,157,50417,52750,43750,
58736,303,41607,42969,43438,107813
58737,76,41500,41500,,
58740,439,36685,37381,51964,31250
58741,325,40804,51094,50563,61000
58744,55,,,,
58746,726,41528,42824,33000,40714
58748,73,32031,32188,,
58750,276,47941,52159,55625,75417
58752,88,52500,55313,39375,
58755,48,50000,50000,,
58756,99,36964,37143,,
58757,331,24554,28958,50000,52875
58758,145,38472,39583,,
58759,451,44732,48125,57708,
58760,176,27206,29000,,
58761,546,41719,44205,45417,
58762,119,56875,56042,35833,
58763,1991,39212,45469,55417,44808
58765,224,23750,22440,75795,
58768,175,55313,56875,47188,
58769,130,40577,41538,,
58770,881,36397,40029,38750,56250
58771,419,25052,25625,55313,47841
58772,95,46250,50000,85625,
58773,480,37679,40662,38500,81500
58775,75,34792,34792,,45625
58776,163,33211,33431,,
58778,104,30833,31000,,
58779,243,37440,50833,31500,
58781,479,41641,45700,51023,60625
58782,246,51364,47750,50938,69000
58783,182,27353,27500,28750,
58784,1806,40149,41448,41647,
58785,726,41810,43092,66250,58452
58787,77,38036,38036,,
58788,680,39630,40284,41652,66250
58789,184,35208,35417,2500,
58790,972,39833,40038,46125,62500
58792,201,38036,45438,77750,
58793,292,40938,44583,75341,54028
58794,91,31652,31830,43906,
58795,131,,,29531,
58801,17811,46950,52250,51066,61583
58830,165,48594,61250,107292,
58831,406,37188,38958,42569,
58833,50,52000,52083,,
58835,213,43036,43112,43214,
58838,89,51875,53625,69583,
58843,336,51250,51875,64792,
58844,40,22273,30208,,
58845,133,40972,41250,35750,66250
58847,134,52606,52606,,
58849,429,51838,52034,50625,88750
58852,845,51042,53039,46000,
58853,116,30000,36125,66250,
58854,5061,43233,48834,52092,54115
58856,48,,,242639,
59001,745,34513,41047,50655,
59002,142,21000,21250,30000,
59003,619,25133,26250,37083,29500
59006,533,30083,31000,,
59007,148,38077,39038,132930,
59008,290,44375,48393,,
59010,96,37500,37500,,
59011,1582,26887,29639,30795,46577
59012,128,26607,30139,50536,60893
59013,81,40521,58000,,40833
59014,935,26698,30556,37639,74583
59015,248,41250,42500,49375,55000
59016,482,30286,32143,31375,66071
59018,266,25000,26827,57216,
59019,2327,34418,42816,44500,54107
59020,24,27000,27000,,
59022,753,26397,27742,32135,
59024,190,32750,33875,52850,35833
59025,42,,,,
59026,84,28214,32813,,
59027,421,30625,32917,,
59028,312,23158,25938,,86875
59029,382,26250,32000,31250,121167
59030,933,32476,37359,42313,38750
59031,116,26000,24821,56406,
59032,327,27219,30488,36875,82083
59033,139,30125,33750,49583,
59034,2555,27307,30955,39250,48672
59035,69,26875,26875,,
59036,783,31130,32188,31774,40833
59037,946,38750,48429,68025,70556
59038,428,25132,26842,18750,96094
59039,22,,,,
59041,877,38125,55313,63438,87750
59043,1099,26472,29198,48182,51500
59044,6463,31641,36282,47742,40250
59046,228,15357,18333,32500,
59047,7101,30982,32024,40956,52744
59050,562,27833,30036,35000,54375
59052,58,25938,26563,25357,
59053,217,,17813,20833,
59054,114,21667,22188,30250,
59055,61,20625,21125,12500,
59057,359,35625,33295,60625,160859
59058,20,,,,
59059,63,20583,20583,,
59061,92,40417,53750,,58750
59062,5,,,,
59063,1166,38261,48520,41429,67019
59064,138,31953,31953,,
59065,67,,,,
59066,227,28646,28750,32000,
59067,114,35741,36389,40417,
59068,2150,25790,26866,32614,
59069,273,25536,30195,15625,54167
59070,456,38333,41750,54583,
59071,109,26372,26372,,26429
59072,1857,28552,30604,32656,48500
59074,150,26250,26875,20625,46250
59075,95,41806,41806,,
59076,36,7083,,8750,
59077,80,38393,43750,,
59078,96,18636,19773,28000,
59079,1893,40942,46472,53125,56042
59081,15,,,,
59082,24,25556,25556,,
59085,52,18000,18375,,
59086,453,28250,31250,35000,24875
59087,203,33750,36250,53750,37188
59088,811,31914,37452,40000,
59089,200,25714,26979,,
59101,23845,29141,32074,43355,55408
59102,26552,32500,37253,43296,52523
59105,17851,35027,40089,46487,70132
59106,9548,42273,51423,59449,62250
59201,2388,29006,31413,41000,58333
59211,61,36750,36750,31458,
59212,328,38393,40600,35000,21667
59213,270,28438,33750,41985,
59214,61,,,,
59215,479,33631,36827,42411,
59217,104,49265,50982,,
59218,469,41103,45903,47813,57917
59219,139,30221,31250,,33750
59221,974,34891,40508,42500,32083
59222,69,31528,31667,23500,
59223,210,38125,38750,49688,180375
59225,197,21607,22222,24167,46250
59226,193,29875,32589,34688,60781
59230,2649,30138,37750,43750,61333
59231,270,,,,
59240,12,,,,
59241,352,34167,26917,28393,29063
59242,47,63438,64375,,
59243,122,30750,34375,33750,44375
59244,19,,,,
59247,186,36364,40385,41429,43750
59248,347,29875,33693,,
59250,76,30000,34250,26250,
59252,64,42500,42500,60000,
59253,59,24063,24063,,
59254,1272,33828,38065,54737,51429
59255,1083,27328,29647,45500,61161
59256,50,27188,27188,,
59257,30,,,,
59258,56,26250,28250,32500,
59259,167,26375,30000,37857,
59260,106,,32344,31250,
59261,296,21905,23047,43750,22500
59262,381,30380,31902,27500,
59263,820,32454,35625,35833,82917
59270,5372,35696,40619,50000,51902
59274,131,30469,30469,,
59275,175,39205,40227,38000,45278
59276,10,,,,
59301,6839,31694,35756,44707,51310
59311,69,31458,31458,,
59312,14,18958,18958,18958,
59313,1372,33278,39102,57466,65000
59314,48,30833,30833,38125,
59315,52,37500,42917,20625,
59317,708,32292,34261,34583,44375
59318,74,21731,21731,,
59322,22,,,8750,
59323,1292,45556,50640,41042,59833
59324,506,27500,31117,30909,53750
59326,145,17422,26071,,
59327,1414,27263,32060,36042,27500
59330,5072,32536,35150,46348,60583
59332,137,34688,33438,,
59333,11,27750,26563,,
59336,127,30163,27031,26406,
59337,484,27059,33676,34688,250000
59338,90,26875,38750,44583,
59339,92,20625,22344,,
59343,84,21154,21346,43625,
59344,254,20781,21563,45750,
59347,130,37222,37431,,
59349,571,30052,33929,35347,
59351,117,23583,23833,,
59353,629,31023,31553,33750,53472
59354,17,,,,
59401,7768,27486,31740,39375,50379
59404,14771,32419,37461,46860,68125
59405,16570,26990,32321,40309,55678
59410,310,24000,27656,31691,
59411,474,,,,
59412,784,33438,35799,35000,70250
59414,442,31875,35357,45813,
59416,166,26700,26750,,
59417,2446,26080,27188,35721,64113
59418,108,19375,24583,38542,
59419,72,14500,15000,,
59420,101,41250,42083,32083,
59421,808,28145,29758,36500,51250
59422,1235,24426,27279,31591,74000
59424,41,53264,53264,,
59425,1860,28143,31618,49310,41389
59427,2103,26599,31088,48750,68419
59430,222,33000,40132,41250,
59432,47,15625,15625,9688,
59433,329,22426,27188,31818,48250
59434,278,32639,33750,42292,42404
59436,1018,30789,37845,52917,73571
59440,84,17273,17167,51250,
59441,44,38750,50083,,
59442,905,26444,27744,42656,61875
59443,214,46250,50729,50357,41750
59444,140,29643,32857,40625,
59446,334,22250,28516,56250,40313
59447,125,32019,34375,43750,48750
59448,288,15000,22109,37083,41458
59450,284,21711,21908,23125,45208
59451,123,67572,67572,23021,
59452,289,21513,22434,26000,
59453,146,25313,25703,27292,
59454,90,23571,23333,,
59456,191,19938,,,
59457,5118,26863,30656,36324,42455
59460,67,,25156,,
59461,14,,,,
59462,93,26875,26042,45750,
59463,46,68824,68824,70417,
59464,228,31250,32188,38929,53125
59465,14,22000,22000,,
59466,98,33333,35938,50938,
59467,62,27000,30000,,
59468,349,29671,32039,41667,64375
59469,83,27917,31458,31250,
59471,179,35250,37917,40694,35833
59472,340,27045,27500,42222,
59474,1865,23558,25506,,45703
59477,220,,43393,30625,
59479,454,34737,35741,38333,40938
59480,273,33365,34904,,35313
59482,301,38603,39412,30833,46806
59483,340,28906,34583,,
59484,55,46250,46250,47250,
59485,316,26413,29107,45833,72917
59486,740,19143,24219,41250,48750
59487,643,32303,36719,32188,46765
59489,192,22500,23125,,68542
59501,6836,26984,34309,44844,52393
59520,670,22619,25897,32000,40125
59521,1203,21851,25081,33750,48250
59522,921,25566,26563,26417,
59523,1141,25640,29613,42222,53125
59524,281,25707,27125,51042,
59525,110,20714,29125,31250,
59526,1158,23088,28425,38750,44583
59527,391,20446,24722,39688,6471
59528,144,23125,28750,,
59529,119,16250,15809,,
59530,31,50208,51250,,
59531,201,27083,32500,24688,
59532,115,29598,31563,37917,
59535,39,19750,23000,,
59537,25,62083,60417,,
59538,1315,21853,25951,30720,42176
59540,175,27250,33472,23036,
59542,93,25625,26806,12321,
59544,115,21875,26500,37083,
59545,37,17344,17344,17031,
59546,37,,15250,,
59547,45,23958,35714,,
59601,18411,31028,37771,48981,59366
59602,14664,38131,42085,54921,64132
59631,137,25536,25536,41667,
59632,856,21974,25192,28750,
59633,151,32639,33194,32344,31518
59634,3164,42868,48271,43571,74900
59635,4048,32518,38323,37885,71607
59636,26,17250,,,
59638,321,24698,28977,,65114
59639,517,21369,22024,35625,
59640,43,53365,53365,54135,
59642,34,,,,
59643,201,33162,33162,34559,
59644,2261,29670,35112,40682,52583
59645,987,20952,21278,30106,50313
59647,130,,,,
59648,285,35208,37500,50625,
59701,18353,25420,31755,44344,67317
59703,37,45625,50000,,
59710,134,28182,28750,,
59711,4265,25772,30136,41033,53750
59713,137,16042,18500,,
59714,11817,34276,38800,42635,58090
59715,23752,21632,37979,39978,55917
59716,1992,30160,32194,40489,71776
59718,24061,30881,40120,47086,62396
59720,30,,,,
59721,267,30903,33750,41250,
59722,3417,20930,23988,29722,51856
59724,33,42083,42083,37188,
59725,4985,21438,30526,34595,44702
59727,94,16250,23750,,
59728,185,50536,52708,34375,227969
59729,1249,26188,26477,20114,36389
59730,1248,30128,36016,38417,49130
59731,47,,,,
59732,158,32500,35714,40000,36250
59733,126,33750,37778,45455,
59735,96,30000,30781,,
59736,58,31250,21250,,
59739,137,12303,21250,,
59740,173,20250,20950,,
59741,2607,31755,33886,37917,38295
59743,49,35625,36875,25938,29375
59745,60,30357,35156,30313,
59746,54,35625,36563,73750,52500
59747,97,30417,,,
59748,129,37750,38750,,60938
59749,918,24643,30360,24612,67500
59750,185,40625,48750,51875,110625
59751,124,20000,26042,,
59752,2002,32398,37473,51722,
59754,628,19605,19984,45938,201875
59755,143,14609,17813,,
59756,276,7381,7875,,
59758,1025,25531,28710,37500,21050
59759,1777,24659,33512,28333,57917
59760,158,30000,37143,43500,
59761,187,34583,38854,40417,52813
59762,94,19833,23929,,
59801,22692,19530,28189,31081,47559
59802,13187,24172,30318,28010,52767
59803,10658,31745,38072,32600,69906
59804,4632,26873,32092,31556,52458
59808,10771,29665,35935,46010,55391
59820,877,25858,26862,31696,50938
59821,1295,29507,34722,32328,49183
59823,1241,26425,30955,34324,46667
59824,924,27283,30808,31875,18571
59825,1354,26293,30250,30313,
59826,187,24375,28750,18750,68571
59827,145,25547,25547,51250,57589
59828,2841,22292,28884,37837,38806
59829,1007,20181,23021,14792,36250
59830,53,,,,
59831,173,21354,21932,32188,49167
59832,350,25000,33583,37917,
59833,3127,28967,35894,55380,61250
59834,1455,38203,40728,,53203
59837,213,25625,29000,24688,
59840,7011,24448,28852,37463,55375
59841,473,13607,20069,27083,
59842,7,,,,
59843,122,21591,22159,,30417
59844,280,20278,24861,48594,
59845,490,19750,20492,37500,31250
59846,626,40179,46042,85110,122292
59847,3127,31714,33196,40069,43438
59848,76,26944,32500,25833,
59851,82,,,,
59853,278,28000,28000,31000,
59854,108,28750,31250,,16563
59855,273,17011,17500,,
59856,200,19138,23125,28750,
59858,659,16703,25529,30938,
59859,1151,20839,22139,28990,
59860,5244,24363,29227,41039,52917
59863,15,,,,
59864,3186,26179,30563,39792,50208
59865,1811,19363,24089,33026,59861
59866,340,26500,28750,24500,
59867,58,71667,71667,,
59868,952,24734,27321,60625,43417
59870,4663,26474,29360,28176,36429
59871,150,37292,37292,,
59872,991,20908,22426,,21932
59873,1736,20958,24080,34815,
59874,586,19940,23833,19306,
59875,2040,22398,26778,30302,70543
59901,29834,27937,31494,44820,53475
59910,208,26429,26429,,
59911,3963,27992,31264,37372,59375
59912,8154,28824,31808,36940,39741
59913,243,40815,41576,66944,
59914,90,27500,27500,,
59915,125,29964,29964,,
59916,65,,,136250,
59917,2046,16748,20488,21845,
59918,303,31528,40577,34250,
59919,121,38482,39286,,
59920,862,28274,30461,40197,51667
59922,1063,21772,30586,35268,
59923,3899,28091,31653,36224,63024
59925,717,21849,30347,37125,55625
59926,232,13015,13934,,
59927,246,21842,30270,,
59928,64,,,,
59929,142,28875,28500,40724,
59930,144,2500,2500,,
59931,108,,,,
59932,635,34669,37955,33529,
59933,40,12333,14167,,
59934,200,21591,30417,93083,105556
59935,1639,23647,26148,40368,44583
59936,220,22917,26985,30536,48750
59937,7641,35326,41112,45402,71071
60002,13199,40295,47661,71667,80870
60004,28409,53022,57474,67325,90236
60005,16892,46132,50590,65969,71383
60007,19441,43864,47920,55988,70185
60008,12450,41146,44603,53407,66058
60010,23775,61997,73511,76185,107412
60012,6691,49243,60000,72599,82132
60013,15744,41023,50703,70873,84722
60014,28156,41399,49040,62632,79870
60015,15226,62299,77691,77049,105366
60016,34394,38997,41769,52632,61824
60018,15751,31292,35671,43076,59250
60020,5401,40143,46341,55174,56429
60021,3574,46094,54004,73690,91827
60022,4215,104632,125839,127153,148456
60025,20769,49862,53949,60966,91752
60026,6841,55804,68807,60316,108047
60029,253,91250,104167,126429,127500
60030,21421,45457,54367,62490,86966
60031,21994,44579,54572,67390,94425
60033,6925,28393,31877,40000,48538
60034,1202,28750,32205,49750,41250
60035,16189,64317,77368,79118,106815
60040,2910,31891,34236,39982,80625
60041,5186,40680,45687,53201,53842
60042,5091,42134,47688,61739,51429
60043,1032,89583,129886,74545,179500
60044,5869,54390,67977,73350,92629
60045,10454,64063,96694,84231,158221
60046,20636,47931,55965,78938,75901
60047,24769,59120,71504,80689,107348
60048,15984,58043,78343,78454,121770
60050,18574,37160,41964,56171,70259
60051,13684,41865,49205,62566,63795
60053,12204,46128,52470,62886,77115
60056,29964,43139,49314,65360,73641
60060,21867,40539,46502,60511,74399
60061,15050,55099,64541,72983,100738
60062,19421,62844,72135,63850,106635
60064,7923,21090,24549,35476,37232
60067,21744,54106,60779,67957,86522
60068,19992,58956,65700,70515,99706
60069,3814,70577,92961,100878,126026
60070,8856,32137,36437,63422,63125
60071,1959,32122,41198,37625,73516
60072,611,47625,54333,,61250
60073,33905,33435,39872,61643,68083
60074,23303,36321,40168,54468,74536
60076,16443,40490,45523,59228,78767
60077,14377,35662,38637,47767,63936
60081,5673,41732,50702,73062,66302
60083,5622,47846,57523,68836,67896
60084,9748,39900,45417,72132,70469
60085,36952,24350,27288,42130,64794
60087,14837,30927,36136,51354,70290
60088,11054,18516,26111,25465,65000
60089,24274,60123,64604,66960,96997
60090,22978,35799,38392,51464,69146
60091,13437,73027,84073,72135,112631
60093,8896,81071,97104,85771,140857
60096,3878,41471,44498,59107,68068
60097,6109,42203,45097,71369,79926
60098,17733,34380,40472,52707,68190
60099,15260,31832,37024,54604,68934
60101,22238,30799,35382,51616,64818
60102,20130,47203,56529,73833,72045
60103,24683,49974,56921,67144,79750
60104,10341,31299,37747,42329,53880
60106,11464,31485,35849,44234,63750
60107,23331,36435,41036,54622,75399
60108,12959,45834,52183,64234,76305
60109,342,36944,44875,48625,115500
60110,20837,30095,35775,55938,80893
60111,84,35500,35500,,
60112,2594,38323,44200,56442,53346
60113,209,40057,40966,64167,83000
60115,27540,17274,33362,41927,55998
60118,9348,46409,52571,70692,80778
60119,6110,42482,56033,66378,91036
60120,27145,27492,31902,52998,62128
60123,27241,31237,36313,49252,69917
60124,11721,56454,62099,66235,90255
60126,26186,56464,67989,81737,94924
60129,102,35750,37000,71250,
60130,9083,44133,48307,52429,63369
60131,10215,34110,41018,49042,54091
60133,21741,31383,37427,51486,58393
60134,16156,53596,62886,83479,80326
