ZipCode,Pop16YAO,MedianEarnings16YAO,MedianEarnings25YAO,MedianEarningsBachelors25YAO,MedianEarningsGradOrProfDeg25YAO
60135,3632,32358,44496,90385,73500
60136,4362,49241,51844,60350,125017
60137,21312,52707,63485,73932,93443
60139,20143,32207,36613,46360,66307
60140,9546,36314,50111,68792,75313
60141,28,,,,
60142,13155,49245,57111,76250,79761
60143,6507,47059,51966,61589,95250
60144,38,36250,36250,23750,
60145,1575,38157,41281,62500,58214
60146,1373,33537,41505,57639,70417
60148,30339,42435,50793,55361,79688
60150,1077,39583,41884,56875,49750
60151,2341,44871,49315,61765,60714
60152,7119,40860,45439,51942,63523
60153,12166,27648,30606,48886,45667
60154,9271,47144,49845,55469,70579
60155,4105,30204,31592,,80217
60156,17224,42225,51787,62176,73322
60157,1375,46391,61862,64167,122804
60160,12975,27204,29179,38859,61188
60162,4512,29929,32063,54787,47639
60163,2762,32248,36474,45592,35859
60164,10958,31261,35349,46188,46528
60165,2543,26422,30393,95913,52917
60169,19763,37438,42586,57197,72836
60171,5488,31636,35862,43685,56436
60172,15485,40784,49380,57198,67708
60173,7849,54760,61556,64149,76097
60174,18132,40780,49773,58359,78472
60175,14817,54477,70189,91457,88802
60176,6570,35065,36883,42950,48870
60177,13166,44957,52685,69513,81385
60178,13004,35669,41928,49240,67561
60180,998,20366,21491,51354,58667
60181,16309,37443,43617,53874,70238
60184,1380,60357,72872,82750,106058
60185,20246,31127,35567,50865,78563
60187,17016,40296,57208,65330,82755
60188,25192,40614,46545,57646,72250
60189,17773,48390,56123,63604,82625
60190,6598,52835,61033,62540,98095
60191,8174,32464,39120,47283,58750
60192,8894,53892,63259,72421,100521
60193,22873,44440,49867,58911,81373
60194,10884,41766,44403,54525,83983
60195,3115,53750,62905,64475,75114
60201,23130,31137,54715,52702,92461
60202,19174,47192,51133,55039,75322
60203,2324,57125,67533,69671,87273
60301,1564,69833,72561,69591,73674
60302,18140,58258,63664,68438,83591
60304,10294,56520,62152,61672,78094
60305,6053,60080,79651,78056,106711
60401,4101,40583,48606,59643,52321
60402,33827,31685,36281,50229,63890
60403,9006,30480,35363,50170,68783
60404,10298,47382,54993,57120,78625
60406,11942,27015,30041,36199,34827
60407,899,28861,38333,,57614
60408,3276,35537,38900,58523,51583
60409,17826,29714,34152,46485,42431
60410,6961,44459,53438,59944,73846
60411,26273,29212,35007,45177,52576
60415,6582,31445,36753,49089,67950
60416,5189,41078,49531,50575,63561
60417,7277,40072,47993,55959,67750
60419,9970,30792,36278,43555,43901
60420,2463,38438,42487,50556,56492
60421,2028,44022,52500,64083,83542
60422,4656,57423,67756,50089,86649
60423,17452,51355,61224,78442,87054
60424,1366,35398,42857,40833,70833
60425,4128,37853,41621,48362,63056
60426,11751,23720,27253,35781,78500
60428,4866,26520,30335,45000,60500
60429,7413,31821,36457,48291,68808
60430,10497,42445,46330,51748,64175
60431,13287,41620,49862,64824,72824
60432,9342,25588,28393,52305,54345
60433,8592,25759,29614,43631,66607
60435,26218,30727,35940,49180,63415
60436,9727,26710,30333,48185,53333
60437,105,25750,36458,,
60438,14767,35554,40669,47372,58000
60439,12482,49503,58006,61422,83512
60440,29542,31795,39710,53584,72682
60441,19350,40510,48458,62049,73750
60442,5821,43137,53216,57557,66667
60443,12205,39750,46277,53211,59328
60444,1003,40977,51927,65455,86250
60445,13848,36445,40862,43708,52917
60446,22815,32436,41724,52535,66875
60447,7534,40880,47122,43203,60673
60448,15363,51313,57949,70706,79692
60449,5365,46392,51992,45139,100357
60450,10811,41210,43632,60884,60668
60451,20440,51830,59615,63422,77574
60452,16131,39146,43929,51763,62383
60453,28693,39651,43195,52138,66792
60455,8299,29411,36701,46650,64301
60456,2163,34506,38333,41042,70375
60457,7291,35077,41400,49902,74125
60458,7779,30298,33317,42176,51719
60459,14564,32295,37355,41500,58811
60460,718,35985,39808,50875,53438
60461,2429,42425,51275,52863,63333
60462,21602,42386,48715,63789,68018
60463,7466,44777,51801,53798,67445
60464,4835,49110,56250,66273,79089
60465,9335,36883,42533,47447,58766
60466,10142,35108,39672,55772,48661
60467,13703,50242,54491,60208,105041
60468,3473,37419,44606,46799,71429
60469,2188,32217,35101,40589,80585
60470,331,34625,42344,,
60471,6261,40448,44277,52500,56316
60472,1618,26895,29271,53125,45101
60473,10398,33239,37962,51125,67212
60474,487,46406,48661,51250,48750
60475,5265,31035,39382,50541,29389
60476,1410,36582,40787,42902,
60477,21187,39565,43097,54262,57181
60478,7889,37305,40702,54093,67723
60479,507,30398,41042,59375,
60480,2997,41670,46976,63405,78021
60481,5888,34167,39496,49095,60625
60482,5782,30356,35018,38636,57361
60484,3305,33914,40688,56985,52708
60487,15104,48130,55289,60258,80242
60490,13140,51102,58386,64808,82194
60491,12776,46801,54609,75063,72857
60501,5708,26976,30983,50491,49500
60502,13655,54335,63788,71934,92685
60503,9492,59365,65819,75088,86688
60504,22588,41267,48770,60874,80197
60505,39747,25306,28491,45319,50330
60506,28842,29624,35943,53567,66528
60510,16934,46464,56877,69665,80281
60511,1003,42270,52829,60598,
60512,872,,,,
60513,10523,45575,49900,55716,73015
60514,5217,63018,69368,86076,99083
60515,15513,50293,61151,66750,87193
60516,16327,49484,54424,59185,81638
60517,19950,44757,50615,62418,73896
60518,1903,29005,31771,31587,47955
60519,40,,,,
60520,1574,33523,37009,53365,61250
60521,8819,90739,104976,103686,138947
60523,4289,72726,77862,64444,132557
60525,15829,46515,53833,66346,96146
60526,7090,52971,62915,64227,87206
60527,14979,53145,56609,61716,96993
60530,226,33889,41250,41250,69583
60531,1033,35245,37798,42083,
60532,17492,48176,56000,63122,82123
60534,5735,34222,37439,48365,50188
60536,69,26250,36250,93750,
60537,356,38958,40833,40682,
60538,15298,37860,46640,61850,71808
60539,262,23468,23253,,
60540,25072,52314,66665,74920,92195
60541,1959,39933,45865,52109,78750
60542,10577,41228,47474,65247,79588
60543,22840,45056,55095,64016,71439
60544,13894,41349,53508,73750,79125
60545,7539,32188,35768,50417,71250
60546,8646,42688,51809,57299,80000
60548,6922,29167,36821,42695,59792
60549,121,74034,90461,90592,
60550,804,35270,37009,45375,60833
60551,2589,26069,33869,37438,44571
60552,2636,39390,43836,48224,55221
60553,433,31979,40714,64375,92589
60554,7113,50496,58571,69474,76410
60555,8150,40771,46595,53796,75547
60556,1180,34405,43261,54196,65000
60557,52,,,,
60558,6610,75855,85322,81047,115536
60559,13835,41932,48959,57981,77894
60560,13777,42641,47858,68056,69640
60561,13380,49640,55663,68333,71543
60563,22184,50783,57549,68814,77416
60564,23268,67343,78501,80790,104940
60565,22727,60795,73750,72333,104401
60585,13276,57456,64621,75297,84607
60586,27731,43386,52390,63797,71146
60601,10957,70097,78407,78628,93384
60602,1061,65229,67021,,
60603,864,52841,120380,80625,143438
60604,564,92917,115197,93125,158242
60605,20544,66467,80792,74525,103640
60606,2607,97804,101201,100909,113261
60607,20483,59825,73876,79397,82083
60608,38485,28581,31714,49982,57385
60609,27837,23637,26952,50125,62679
60610,27440,68296,74770,77017,91280
60611,22275,78323,85532,77355,102099
60612,16855,33157,39904,57294,64234
60613,37215,57585,62871,64068,81431
60614,50745,67344,77160,73890,97057
60615,24074,33562,43175,47900,61909
60616,30601,33503,40319,50635,70428
60617,34609,27595,31131,45617,56463
60618,57059,40808,45283,61272,77606
60619,26621,26685,30237,49089,55787
60620,28316,27119,31001,45928,52671
60621,9646,20966,24968,34563,53750
60622,37964,55989,59778,63921,74296
60623,35157,21780,23707,35858,54200
60624,12183,22633,25929,35781,38500
60625,47952,35425,39972,49848,64014
60626,29634,30627,35114,40690,58009
60628,28380,25950,30709,45342,47313
60629,50485,25800,28531,41466,60725
60630,31765,41191,45440,55675,71940
60631,16300,58087,62689,69111,75795
60632,42182,25600,27978,39318,63922
60633,6033,30993,33286,51359,66917
60634,41542,35760,40099,52194,60192
60636,10755,24198,27008,38337,38424
60637,20238,25504,31245,41663,64798
60638,30203,40043,42993,50669,79559
60639,44512,25611,28317,41193,48575
60640,43975,41861,45691,54324,70095
60641,40054,33548,37086,54112,70772
60642,15300,61581,64184,68694,75347
60643,23309,38808,44036,52940,72932
60644,18042,23339,26318,43670,64299
60645,22588,32089,34697,46917,63470
60646,14849,53561,60217,69750,82165
60647,56514,42375,47972,58966,71789
60649,20108,27140,31113,46782,62821
60651,28543,25051,27449,38077,41815
60652,22216,32020,37167,50000,68111
60653,14344,34563,40395,53307,82711
60654,15067,87453,91860,90044,103150
60655,15722,54834,62838,68781,77885
60656,15459,42309,46449,51637,73397
60657,53403,60543,66343,64254,83903
60659,21103,28493,31570,39946,61136
60660,27827,34231,40362,45599,63073
60661,7917,83571,87080,84674,95669
60706,11473,41903,45471,59104,63031
60707,22964,34333,39496,53713,63709
60712,5771,44068,48110,50694,96803
60714,14326,36033,40793,49065,65665
60803,11507,37023,41297,47827,62194
60804,40440,26513,29740,38507,50903
60805,10879,40633,45952,48649,64063
60827,11693,28593,31297,51188,65450
60901,16529,28641,32072,52759,56033
60910,311,25625,33125,40938,
60911,786,33375,40383,44821,59861
60912,277,26632,27257,52500,75714
60913,820,39022,44659,,
60914,16946,32738,46887,53515,67128
60915,5203,32605,39572,54471,44722
60917,264,32794,35625,33917,74038
60918,462,31364,32358,42292,42308
60919,268,38250,40673,40625,
60920,96,25000,30714,52188,
60921,736,25163,27007,26591,
60922,1218,38462,39303,55417,45694
60924,818,31200,33177,43984,
60926,32,28333,28333,,
60927,1078,32303,40511,60750,46250
60928,442,30625,32344,45833,69063
60929,358,22500,30333,58125,
60930,378,29375,35694,45625,49375
60931,264,25385,31719,40313,88750
60932,57,63047,63906,,
60933,166,30625,36964,48250,
60934,146,27500,31923,74583,
60935,598,37708,50500,76250,99167
60936,2186,36042,41084,54236,53750
60938,1016,28571,37391,47500,62604
60940,1819,36563,42891,60250,82198
60941,1203,41850,47905,43594,60417
60942,2805,30524,31369,56406,
60945,83,28125,31250,36875,
60946,214,34615,36042,36667,
60948,876,31190,35625,55500,43750
60949,262,34167,36964,42031,
60950,6193,32341,41363,51992,73859
60951,460,35938,38813,56250,49167
60952,319,35083,39286,,68750
60953,1199,27346,30972,56250,31779
60954,2660,30776,37158,50278,61250
60955,874,26042,29896,38750,48125
60957,2735,35108,40056,49421,61250
60958,611,29750,34375,37589,
60959,567,32852,35278,56250,46250
60960,527,32393,36215,45625,
60961,365,43487,52875,36563,250000
60962,367,22434,26818,105156,43333
60963,966,28355,32917,53333,39750
60964,2582,30795,36772,42750,58173
60966,916,26630,27723,28125,75833
60968,152,29583,32500,84861,
60969,23,36563,35938,,
60970,3652,25399,28926,36339,
60973,216,28750,35648,36300,
60974,148,29643,30543,,
61001,576,25081,28250,,
61006,998,29773,35727,35893,
61007,257,31736,32153,53203,46500
61008,18170,30743,37108,46250,72315
61010,4408,38200,48992,68137,65694
61011,1503,42452,56333,63561,101364
61012,1368,31900,40438,58214,52308
61013,286,30500,35789,58750,
61014,653,30750,34338,27604,41406
61015,574,32308,41648,54261,
61016,2747,43025,46923,59926,79643
61018,561,28393,33636,34063,59375
61019,1675,35184,40700,41029,71667
61020,1666,32299,37333,36691,67596
61021,11503,32036,36283,48696,70378
61024,1423,36585,44438,47917,64286
61025,2821,34123,40189,52625,64137
61027,53,,,,
61028,1184,27944,31007,42115,53000
61030,1099,36496,38529,43125,85000
61031,778,34250,38250,64861,64500
61032,14937,25881,30051,41212,70508
61036,3413,30640,33056,40185,45000
61037,37,,,,
61038,634,25625,41250,,
61039,550,29750,35750,30625,75000
61041,489,26394,28594,54688,
61042,340,33750,36932,,
61043,51,33125,37500,,
61044,163,31971,35282,,
61046,1206,25809,30268,40688,58083
61047,988,32179,35665,56875,
61048,2119,29641,32358,39583,65395
61049,288,34750,37065,,75972
61050,224,30000,33988,,
61051,917,32463,41719,57692,64922
61052,381,40804,45250,36875,83125
61053,1490,29531,32543,35729,63571
61054,1836,31583,36519,,58583
61057,76,62750,64250,63500,
61059,119,35515,37059,72813,
61060,910,32418,39716,54044,54097
61061,3327,40179,42207,55000,46528
61062,1090,40098,41471,51364,49188
61063,2363,35274,41287,47065,66038
61064,1865,31943,36688,45132,48182
61065,5373,36589,42439,72194,63047
61067,375,34563,35174,,
61068,7749,30635,33562,41250,53047
61070,897,26985,36296,47500,37500
61071,7232,26901,30719,40643,60865
61072,6367,41243,46852,57414,80492
61073,10815,42551,50471,61100,83889
61074,2012,29180,31919,29663,53015
61075,573,31031,34911,51250,41500
61077,36,,,,
61078,675,25919,27169,34375,55938
61079,93,28750,30357,67188,70694
61080,5365,35327,38917,58750,83404
61081,11110,29913,34039,45775,62158
61084,1701,35026,39783,48512,103897
61085,1810,24148,28750,38587,68056
61087,832,35071,40758,36429,72083
61088,3406,46220,51234,62250,68676
61089,423,36964,40242,51875,123542
61091,45,,,,
61101,8703,22014,25046,40527,
61102,8455,22248,25065,42750,39531
61103,11573,26381,30806,42550,52917
61104,9140,21394,25244,36480,76250
61107,16603,36984,41623,54375,68858
61108,14314,27456,31964,48941,55764
61109,14284,28373,31840,49941,52273
61111,12644,33238,36728,49630,67171
61112,0,,,,
61114,7982,38369,50718,56921,75366
61115,12539,32535,39462,53234,64129
61201,20752,26564,34581,44051,61165
61230,520,35000,38355,41875,76250
61231,2751,30464,35714,39861,62902
61232,717,40451,43063,56458,71094
61234,674,34444,36761,48542,56875
61235,723,30927,35662,42500,56667
61236,70,29167,31000,,
61238,1752,34327,38582,52833,55750
61239,587,25817,26307,52604,
61240,3537,33325,36767,47125,45515
61241,3854,36667,42250,50938,53843
61242,565,35750,39250,63125,55000
61243,156,42000,44821,,65750
61244,11423,29488,32461,41761,63569
61250,1402,31554,37328,48984,
61251,180,30962,31298,,
61252,2744,40683,43286,54674,63750
61254,5367,40820,44224,67311,80200
61256,1003,41005,48114,49839,76250
61257,482,25625,29583,30625,
61258,80,30000,32813,58750,
61259,647,41271,42292,49444,72778
61260,507,24979,31630,34063,38750
61261,503,24821,27135,63182,
61262,616,38000,43672,49191,53000
61263,336,35208,40875,61250,
61264,5826,34356,40514,65208,73462
61265,23593,30748,36143,48902,61875
61270,3511,31938,36708,40978,51477
61272,632,30982,32366,54286,
61273,1740,41573,46139,47432,99063
61274,136,31466,36250,,
61275,2378,43448,52348,57500,68750
61276,63,26875,26875,,
61277,1615,31098,35842,52500,51131
61278,197,40917,42250,46250,101250
61279,502,38162,39228,33750,55833
61281,1229,40794,42448,44779,63068
61282,4047,30374,34375,51397,61090
61283,793,26943,30755,83571,43750
61284,1198,41092,41494,60089,79125
61285,798,28362,33958,48250,26094
61301,5151,30664,36310,42349,58750
61310,1912,33357,36295,48885,60536
61311,67,51648,51648,,
61312,266,33125,36016,43750,66250
61313,114,,26458,,
61314,464,35119,38026,26250,78750
61315,110,33000,35833,,
61316,171,30903,32396,58125,
61317,250,26875,32167,,33333
61318,384,29352,30306,32188,
61319,792,31588,41250,,68357
61320,412,31094,35875,50833,66250
61321,149,34531,41136,,
61322,704,26447,29500,45625,
61323,34,48750,51250,51667,
61324,26,38846,,,
61325,538,35156,39718,41875,44375
61326,1360,38828,46450,43839,68571
61327,661,36602,43043,76250,50417
61328,17,,,,
61329,717,37880,41200,51250,66250
61330,925,32396,37072,,39219
61331,9,,,,
61332,41,45625,45625,,
61333,168,50500,51000,61071,
61334,374,28250,30833,36875,65625
61335,261,30893,31250,36750,38125
61336,297,40446,46641,102917,
61337,196,28000,30417,,
61338,132,36500,39643,73750,
61340,156,42000,44167,,
61341,4062,30478,37917,48281,65556
61342,4656,32269,40992,43750,77917
61344,213,27330,30855,48125,
61345,493,39340,40719,46250,56250
61346,33,19688,20625,,
61348,2359,31353,36544,51484,73472
61349,440,36333,40484,67500,66875
61350,12766,30410,35699,52264,66513
61353,623,35903,40357,51607,46250
61354,5425,29671,36515,40519,61250
61356,5669,32513,37274,48644,61250
61358,151,32708,34792,,
61359,170,32917,40417,35000,51563
61360,2055,30171,37169,51071,56250
61361,610,31908,34083,42875,38611
61362,2913,28698,32926,54028,42404
61363,138,32273,40208,54583,
61364,9532,28147,33825,40549,54332
61367,422,32059,36319,28750,46146
61368,652,36296,41111,41500,68750
61369,908,33163,39643,64643,80000
61370,717,36597,43971,49375,64583
61372,100,31786,42639,,
61373,1181,38105,41250,39615,95500
61374,64,70833,72083,73000,
61375,587,35610,36541,56250,
61376,1162,30517,34492,56875,51607
61377,725,36445,40391,60132,54276
61378,142,25227,37500,,
61379,793,30150,36082,52813,
61401,14586,24731,31114,41449,59970
61410,1858,26393,28577,52375,30563
61411,310,36500,36888,,
61412,820,35848,39911,71250,58333
61413,475,35038,36477,41875,41250
61414,450,36583,41438,46635,53125
61415,939,33958,36422,42466,46389
61416,110,20750,22857,,
61417,154,,35300,,
61418,287,31189,31781,40179,
61419,62,31429,31667,,96250
61420,633,27070,33000,26750,58281
61421,642,31923,35648,45556,29688
61422,1579,31861,35969,44559,40313
61423,251,37321,42917,48750,61136
61424,82,,,,
61425,159,40708,40667,50563,
61426,53,40461,41053,,
61427,960,31154,36536,62102,73125
61428,436,43750,45938,49250,
61430,401,35625,38426,32417,72917
61431,133,27228,32292,,
61432,331,37417,39792,51250,
61433,72,29286,38221,,
61434,1474,30524,34412,47500,38500
61435,12,,,,
61436,397,38438,39313,51136,
61437,520,31250,39028,50956,
61438,474,36842,41042,38750,45000
61439,122,31250,37000,,
61440,402,32411,35000,53021,
61441,524,33846,36128,38472,79167
61442,317,34688,40987,46739,90000
61443,6385,28034,30906,40339,47500
61447,574,39063,40352,,71806
61448,1823,33412,36930,40673,54609
61449,148,34000,35625,,
61450,807,31202,35339,37105,
61451,223,39583,42404,,
61452,155,32750,36667,,40000
61453,367,30493,32039,2500,
61454,228,23000,32750,36750,
61455,11579,13665,32148,40000,52483
61458,317,31806,35417,58250,
61459,202,38333,43523,35833,
61460,152,31000,31813,,31181
61462,6307,23731,35275,43556,46375
61465,719,33011,38824,36250,
61466,159,34125,34375,51250,2500
61467,619,38380,40231,44632,66250
61468,49,34583,50536,,
61469,1235,28794,31277,18352,50875
61470,241,24028,32344,56250,50469
61471,23,30313,30313,,
61472,222,36923,41012,,85909
61473,817,22023,23705,26000,50417
61474,166,26400,30789,,
61475,131,31458,36875,39583,
61476,228,17500,26500,,
61477,303,26406,27188,35972,65000
61478,190,32857,41250,56786,
61479,26,,,99375,
61480,645,26281,27417,48500,48750
61482,348,29643,32279,41250,
61483,1068,29300,32159,48125,58917
61484,426,28611,35104,37500,63000
61485,233,28672,29688,21250,
61486,809,40823,42500,54830,41818
61488,585,31453,33542,44107,77778
61489,482,27778,30580,63571,
61490,629,34904,42708,47969,66250
61491,1042,36984,40778,43468,79485
61501,697,26750,30032,41250,34583
