ZipCode,NonHispanic,WhiteAlone,AfricanAmericanAlone,AmericanIndianAlaskaNative,AsianAlone,NativeHawaiianPacificIslander,OtherNonHispanic,Hispanic
90040,595,159,180,113,73,0,70,12050
90044,33993,1134,31330,120,487,17,905,62443
90808,29722,22106,1903,235,3752,86,1640,9138
90680,15927,6331,398,236,8237,208,517,14394
90701,10169,2821,482,48,6198,64,556,6689
90802,25457,14909,5495,174,3112,258,1509,13996
90805,39831,7469,18576,333,10371,1459,1623,56877
90021,1514,677,544,33,88,0,172,1408
90059,14511,560,13412,2,170,0,367,31441
90280,4723,2954,620,72,703,178,196,90380
90743,252,222,6,0,15,9,0,15
90405,23617,18246,1136,45,2265,33,1892,4498
90706,34363,12698,9430,155,9748,449,1883,43166
90018,21542,2839,15139,0,2607,70,887,31714
90250,44733,10865,21397,162,7666,410,4233,52103
90601,9640,6328,280,217,2460,0,355,23418
90254,17727,15174,264,151,1219,0,919,1923
90710,15458,5016,3531,0,5544,576,791,12727
90073,731,369,226,0,99,0,37,185
90079,0,0,0,0,0,0,0,0
90089,3389,1651,267,0,1268,27,176,473
90090,0,0,0,0,0,0,0,0
90094,7994,4761,850,0,2104,0,279,1374
90095,0,0,0,0,0,0,0,0
90506,0,0,0,0,0,0,0,0
90747,0,0,0,0,0,0,0,0
90755,7707,3233,1313,34,2698,23,406,3848
90831,0,0,0,0,0,0,0,0
91377,12685,9166,163,0,2480,13,863,1045
91403,22535,18023,1521,34,1817,20,1120,2683
91411,12825,8957,1364,0,1778,0,726,12976
91506,13475,10630,221,109,2033,10,472,5100
91752,12489,7397,1995,22,2062,89,924,20646
91754,23186,1419,186,60,20565,252,704,9872
91763,11446,5156,1118,89,4109,116,858,26960
91765,38571,9213,2028,131,25843,309,1047,8568
91945,14577,7793,3784,40,1713,112,1135,12616
91201,18894,15763,450,120,2011,66,484,4725
91367,40092,29746,2143,74,6009,66,2054,5190
91006,28429,7484,380,72,19295,185,1013,4583
91011,18620,11450,126,0,6181,0,863,1803
91302,24418,20418,133,136,2534,0,1197,2216
91709,56229,23455,3209,203,26788,46,2528,23069
91731,10407,1337,124,16,8433,323,174,19732
91733,10608,1136,130,44,8953,130,215,34360
91737,17338,11990,1235,5,3056,27,1025,8001
91741,19391,14558,271,72,3111,49,1330,7174
91745,30055,6529,552,78,22197,22,677,24920
91768,9399,4322,1907,27,2179,39,925,25990
91780,27668,5363,194,101,21331,136,543,7683
91792,16866,1942,1811,22,12629,39,423,12973
91917,525,220,3,0,132,110,60,395
91931,398,398,0,0,0,0,0,98
91325,22099,13007,2529,0,5480,32,1051,12536
91326,31627,16489,1799,185,11863,134,1157,5408
91345,6644,3644,348,50,2058,182,362,12561
91356,25758,20700,1595,5,2054,0,1404,5046
91402,19150,6494,2340,67,9862,48,339,51536
91436,13765,12356,216,25,925,28,215,1305
91501,17578,14041,611,84,1781,0,1061,2722
91605,21751,14653,1623,8,4726,56,685,30459
91723,7020,4168,729,73,1596,0,454,11855
91739,24686,12506,3559,1,7408,0,1212,15117
91740,15414,11376,712,172,2382,39,733,10701
91744,15133,3421,917,135,10064,188,408,72107
91746,5226,1009,458,0,3587,5,167,25482
91750,21693,16724,1063,68,3145,10,683,12143
91759,337,327,5,5,0,0,0,37
91762,17024,9825,2684,195,3044,92,1184,43675
91766,18563,5564,2524,99,9100,27,1249,53769
91767,16370,7253,4196,206,3814,69,832,33894
91770,41426,2698,115,136,37997,10,470,21999
91776,27748,3035,180,37,24218,118,160,10662
91911,24176,13013,2317,44,7216,495,1091,61189
91941,24713,19064,2566,18,1374,101,1590,7671
91963,459,459,0,0,0,0,0,540
91980,0,0,0,0,0,0,0,636
91901,16028,14606,246,277,459,0,440,2530
91902,10859,6746,520,14,2500,177,902,9279
91934,148,55,0,28,65,0,0,119
91914,8867,3378,1035,7,3570,66,811,7490
91916,1749,1630,5,20,0,0,94,213
91932,12792,8232,1106,307,1966,5,1176,13909
91935,6345,5646,122,73,300,7,197,1987
91950,22333,6551,2791,120,11611,355,905,40306
91381,16943,10720,548,0,4681,0,994,3428
91384,17945,12821,1692,28,2153,72,1179,10897
91405,20275,12624,2229,33,3862,63,1464,35109
91505,22919,16682,857,50,3708,12,1610,7761
91607,23675,19048,1494,33,2002,3,1095,7198
91701,25975,19334,1841,87,3595,0,1118,14059
91722,12360,6041,705,47,4606,33,928,23348
91748,34709,3803,643,183,29312,142,626,12375
91761,18697,9929,3131,170,3976,205,1286,42427
91773,22707,15518,1084,161,4919,98,927,11789
91784,18813,13736,732,58,3288,0,999,6754
91324,20248,12214,1824,4,5398,47,761,9369
91905,1293,1074,83,74,0,0,62,185
91910,28990,17132,2610,56,7241,245,1706,45307
91304,31356,19001,2885,28,7671,50,1721,22405
91335,39455,23287,3291,204,10562,48,2063,41069
91342,22678,13072,3220,251,4987,24,1124,73809
91343,25896,12494,2529,25,9488,186,1174,40694
91105,10464,6866,691,0,2272,0,635,1727
91962,1773,1637,20,23,28,0,65,605
91978,7172,4721,986,44,650,54,717,3346
91001,26403,13351,9198,36,2186,63,1569,11308
91354,25907,16805,1528,162,5755,71,1586,6189
91010,11881,5267,1845,85,4030,9,645,14720
91203,12375,8876,311,72,2619,0,497,2625
91340,2471,1385,516,106,424,8,32,33756
91362,29527,24253,468,106,3453,31,1216,6535
91364,23906,19290,1867,103,1723,0,923,3434
91202,19566,15381,472,0,3247,0,466,3751
91207,10520,8956,51,0,973,0,540,851
91208,14022,10948,68,226,2218,0,562,2027
91214,26833,16971,77,24,8741,16,1004,3821
91307,22803,16077,1078,193,4590,3,862,3792
91311,29895,19676,1716,114,6703,102,1584,10525
91344,36977,24414,2241,56,8763,87,1416,16289
91730,41788,21133,8986,572,8400,402,2295,29634
91764,15564,7618,3283,226,3337,43,1057,39261
91775,19139,5519,382,51,12560,7,620,6053
91790,17288,5145,1057,85,9844,295,862,27918
95464,2188,1592,121,256,65,0,154,350
95493,205,205,0,0,0,0,0,36
95525,1367,1182,0,74,18,0,93,66
95526,208,191,0,9,2,0,6,2
95548,1028,662,12,282,0,7,65,196
95555,330,259,0,34,0,0,37,7
95570,2075,1884,8,78,44,0,61,199
95573,1400,1218,4,76,0,0,102,154
95595,182,130,0,3,17,0,32,0
95621,34568,29702,1440,76,1691,64,1595,7189
95623,3484,3244,9,0,107,13,111,246
95004,2696,2596,37,0,39,0,24,1260
95032,24118,18013,433,18,4270,30,1354,2163
95060,38453,32284,811,81,2995,14,2268,8914
95070,30297,13647,144,136,15267,10,1093,1011
95113,1773,953,192,0,593,0,35,166
95116,20144,3805,1356,89,13450,288,1156,36337
95206,25758,5286,7930,44,10408,138,1952,38276
95207,32040,14988,6617,71,8160,145,2059,19839
95220,5289,4890,2,10,231,0,156,2249
95226,16,16,0,0,0,0,0,0
95236,2649,2369,63,14,34,0,169,1574
95251,521,454,0,0,0,0,67,61
95254,951,914,0,0,37,0,0,200
95320,9198,8740,47,41,158,0,212,3896
95329,2185,1989,79,0,6,33,78,500
95357,7045,5548,239,46,426,481,305,4277
95358,13216,10783,521,67,1166,58,621,20129
95360,3973,3332,225,0,155,0,261,9056
95368,6477,5186,110,0,542,83,556,8043
95369,662,637,0,21,0,0,4,328
95410,1135,951,0,0,55,62,67,24
95370,24826,23051,137,223,423,50,942,3125
95376,28467,17802,2536,82,5031,387,2629,25075
95386,5638,5096,75,21,233,7,206,4949
95429,124,113,0,7,4,0,0,0
95825,26251,16453,5074,112,2829,0,1783,9574
95826,28981,19203,3368,120,3742,241,2307,9275
95920,161,144,0,17,0,0,0,124
95925,195,195,0,0,0,0,0,14
95230,399,394,0,0,5,0,0,198
95231,1976,1238,398,45,199,30,66,3116
95246,967,932,0,17,0,0,18,65
95247,3708,3550,26,23,16,0,93,562
95315,3632,2911,11,73,398,0,239,10387
95325,59,59,0,0,0,0,0,18
95326,7127,6248,51,67,443,32,286,2761
95328,1218,1054,14,0,58,0,92,3300
95841,16594,11537,2012,151,1522,91,1281,3992
95912,1591,1475,0,23,20,0,73,3419
95942,567,557,0,0,0,0,10,62
95944,29,29,0,0,0,0,0,0
95948,6869,6192,44,44,268,10,311,4304
95950,212,201,0,0,0,0,11,182
95953,5827,4258,181,57,1056,4,271,5115
95956,276,245,8,0,23,0,0,14
95983,403,318,0,23,0,41,21,0
95987,1766,1307,102,87,195,28,47,4353
95476,26820,24049,205,19,841,32,1674,9972
95485,2341,2137,15,90,90,0,9,347
95524,1638,1554,0,22,22,0,40,86
95492,19849,17704,191,169,852,0,933,10071
95501,20559,16672,500,574,1498,1,1314,2908
95514,117,106,0,11,0,0,0,0
95550,71,56,0,5,10,0,0,0
95567,1381,1025,0,134,72,0,150,685
95602,15583,14870,119,35,224,9,326,2480
95603,26401,24441,75,66,719,0,1100,2843
95628,36270,31206,990,42,1644,10,2378,4851
95634,2699,2576,9,0,14,0,100,746
95646,65,52,9,0,4,0,0,11
95650,13104,11803,33,0,372,28,868,955
95664,1427,1286,0,0,20,0,121,162
95673,12515,10447,295,43,1283,10,437,3238
95684,3086,2811,0,4,54,0,217,298
95689,1626,1512,0,21,17,0,76,72
95694,5807,5562,40,51,59,0,95,4579
95703,907,799,36,18,54,0,0,31
95714,378,366,0,12,0,0,0,62
95762,38357,30689,641,154,4825,186,1862,4137
95817,10290,6253,2116,125,1162,15,619,3171
95819,16400,13824,531,42,1025,14,964,3259
95824,18959,4443,3043,60,8227,537,2649,11337
95843,39265,27388,3819,40,4896,918,2204,7444
95917,2320,1964,0,34,55,0,267,1710
95918,2420,2195,47,26,30,0,122,223
95922,426,410,2,2,0,0,12,28
95926,32725,28302,776,138,1770,22,1717,6287
95932,3751,3332,103,40,97,25,154,3991
95935,575,531,27,0,0,0,17,27
95959,16708,15495,152,23,196,72,770,1202
95938,3736,3601,0,0,0,0,135,614
95946,8761,8286,139,26,117,0,193,609
95955,834,789,0,9,7,0,29,601
95965,17951,12590,818,216,2781,23,1523,2509
95966,25053,19874,282,660,1890,86,2261,4314
95970,426,365,8,18,0,0,35,125
95993,29243,16545,688,222,9403,186,2199,7719
95204,15724,10213,1858,107,2339,0,1207,12701
95140,95,82,13,0,0,0,0,20
95334,5127,1743,122,0,3037,0,225,11660
95337,23608,14436,1497,248,5212,313,1902,14098
95356,24104,17188,1196,29,3754,558,1379,8738
95363,10491,6679,1438,311,942,374,747,16409
95383,3523,3402,0,0,0,24,97,305
95387,57,57,0,0,0,0,0,653
95403,30849,24786,1170,167,2176,364,2186,14506
95409,23151,20527,292,67,1244,54,967,4161
95422,11089,9484,728,485,29,0,363,4461
95423,3330,3172,22,68,46,0,22,427
95425,7652,6816,91,166,393,9,177,2934
95454,2060,1672,15,269,2,0,102,138
95456,751,728,0,0,14,0,9,3
95459,432,343,0,39,1,0,49,186
97211,32585,23719,5507,252,1398,23,1686,2377
97214,25009,21795,587,104,1196,116,1211,1198
97231,3979,3652,0,0,116,0,211,40
97304,27040,24293,249,614,636,274,974,4661
97306,29236,26422,334,73,924,123,1360,3019
97357,174,158,0,0,0,0,16,0
97366,1560,1454,0,9,10,0,87,116
97371,644,596,0,0,20,0,28,3
97385,2954,2836,0,5,58,0,55,592
97761,4043,228,22,3706,4,8,75,247
97817,6,6,0,0,0,0,0,0
97823,939,933,0,6,0,0,0,76
97824,1813,1731,5,20,19,0,38,20
97839,277,263,0,0,0,0,14,35
97841,608,604,3,1,0,0,0,2
97844,2805,2531,16,46,34,28,150,1416
97846,1721,1683,3,7,17,0,11,63
97859,123,102,0,21,0,0,0,0
97862,7525,7169,14,107,126,7,102,3771
97875,2149,2021,0,33,12,8,75,1011
97882,4852,4252,216,75,11,3,295,3258
97904,226,224,0,0,0,0,2,12
97908,34,34,0,0,0,0,0,0
97810,1041,862,0,107,35,3,34,16
97819,26,26,0,0,0,0,0,2
97820,984,931,15,0,10,0,28,24
97830,613,563,0,2,0,0,48,121
97834,877,834,3,9,0,2,29,23
97911,78,78,0,0,0,0,0,0
97840,109,91,0,0,8,0,10,6
97868,1845,1705,0,66,0,5,69,115
97330,39636,33704,488,147,3799,123,1375,2978
97342,153,108,0,2,0,0,43,0
97345,580,568,0,0,6,0,6,0
97352,5144,4967,0,62,71,0,44,1412
97401,42173,34395,770,411,3640,121,2836,2577
97361,10698,9089,529,53,386,50,591,1393
97365,9570,8569,165,65,198,72,501,1719
97386,13408,12854,26,47,42,12,427,711
97402,42978,37886,1020,401,689,51,2931,8511
97417,2283,2121,0,54,12,0,96,133
97419,1022,997,0,17,8,0,0,121
97437,2874,2740,0,34,35,0,65,40
97438,1074,1022,18,0,13,0,21,24
97223,44847,38722,480,97,3334,263,1951,4677
97224,31342,26389,540,174,2434,318,1487,3283
97302,34115,31186,514,118,942,379,976,4282
97346,883,813,4,1,1,0,64,14
97355,28082,26354,73,466,318,12,859,1619
97374,4907,4582,30,17,111,0,167,86
97381,14956,14499,44,63,27,7,316,866
97412,436,428,0,6,0,0,2,23
97431,2324,2257,0,67,0,0,0,57
97436,910,877,0,17,0,0,16,11
97455,2751,2688,4,16,14,0,29,110
97463,3747,3454,0,61,0,0,232,119
97473,309,309,0,0,0,0,0,0
97213,30951,26243,1033,220,2327,0,1128,1894
97217,31608,24777,3655,225,1220,169,1562,3205
97220,26794,18438,2550,268,3482,361,1695,3901
97221,11731,10251,365,20,539,12,544,597
97006,59560,41407,2768,305,11723,162,3195,13271
97038,13735,13195,19,61,116,34,310,1852
97055,17056,16260,96,40,68,0,592,1336
97058,16504,15544,75,224,137,141,383,3966
97064,3167,3116,21,4,0,0,26,74
97106,4802,4574,6,6,77,20,119,323
97107,1637,1515,0,3,18,0,101,87
97109,480,466,0,0,0,0,14,4
97112,1592,1510,29,9,0,26,18,427
97115,3583,3305,17,0,52,12,197,406
97140,23935,22032,89,90,956,67,701,1487
97148,3499,3376,0,5,34,0,84,236
97219,41082,35761,1465,37,1492,28,2299,1731
97230,33625,23181,3703,332,4277,411,1721,6506
97459,12397,11124,125,478,184,0,486,1030
97470,19022,17675,138,219,136,17,837,1247
97478,34774,31704,263,531,411,14,1851,4666
97480,303,288,0,0,0,0,15,14
97489,914,865,0,8,26,0,15,47
97492,710,697,0,2,0,0,11,33
97502,25498,24046,19,397,263,103,670,2802
97520,23449,21895,321,83,503,18,629,1581
97524,13646,13268,23,20,0,0,335,1144
97527,33459,31565,41,436,485,54,878,2363
97530,6246,6002,0,10,80,24,130,324
97532,2435,2344,0,0,22,1,68,90
97535,4896,4501,53,14,77,0,251,504
97625,315,220,0,95,0,0,0,4
97626,32,32,0,0,0,0,0,0
97637,98,95,0,2,0,0,1,1
97640,110,107,0,3,0,0,0,0
97736,85,51,0,11,0,0,23,19
97738,1768,1536,0,0,0,3,229,20
97813,1432,1291,8,53,0,5,75,21
97739,11420,11183,66,58,14,0,99,676
97759,6691,6276,6,31,46,0,332,474
97812,817,730,0,61,9,10,7,43
97836,1681,1624,5,0,7,0,45,161
97870,622,599,3,5,6,0,9,12
97222,32102,29289,368,201,1216,50,978,4886
97229,62813,41783,1092,63,15962,197,3716,4526
97266,29514,19038,1632,304,6612,243,1685,5439
97338,20320,19409,50,171,341,0,349,1222
97344,1243,1038,5,31,77,0,92,106
97368,3215,2985,0,136,7,0,87,291
97376,1051,1029,0,13,4,0,5,15
97383,8292,7412,135,54,17,59,615,1660
97391,5383,5084,19,37,0,23,220,176
97411,7047,6659,25,64,128,0,171,525
97444,5584,5112,25,88,10,0,349,148
97448,11733,11321,6,82,45,0,279,1156
97484,184,180,0,4,0,0,0,0
97486,537,370,7,0,0,0,160,21
97496,6554,6151,0,40,41,0,322,778
97526,32528,30548,273,224,171,5,1307,2965
97534,596,523,0,73,0,0,0,87
97537,6985,6687,35,105,0,0,158,551
97538,1595,1490,1,31,26,0,47,55
97630,4739,4277,15,135,60,0,252,384
97707,6172,5895,0,74,80,21,102,209
97721,201,201,0,0,0,0,0,6
97730,209,207,0,2,0,0,0,28
97732,82,82,0,0,0,0,0,47
97734,2300,2167,0,28,26,0,79,878
97752,0,0,0,0,0,0,0,0
97801,18887,15625,382,1371,350,83,1076,2053
97826,918,838,7,3,15,3,52,99
97827,2301,2245,15,7,9,0,25,80
97833,765,738,0,13,2,7,5,111
97843,571,544,0,15,0,3,9,50
97035,24485,20560,257,222,2187,85,1174,1529
97051,14986,13823,42,202,225,47,647,1124
97053,3086,2963,37,0,0,0,86,132
97067,1738,1694,0,0,33,0,11,218
97101,3683,3433,1,65,50,0,134,341
97351,6971,6668,19,29,33,28,194,3614
97378,7416,6530,324,106,130,58,268,929
97394,4616,4408,0,44,1,4,159,412
97403,12153,10243,218,21,860,32,779,868
97413,940,859,7,0,14,0,60,15
97414,202,202,0,0,0,0,0,0
97441,331,325,0,0,0,0,6,51
97452,1563,1479,10,4,41,11,18,87
97454,1347,1286,0,18,11,10,22,42
97457,9910,8931,43,329,59,7,541,279
97469,2706,2385,3,52,0,0,266,172
97477,34033,30577,261,375,680,345,1795,2998
97487,7957,7504,31,39,137,13,233,921
97497,1449,1439,0,0,0,0,10,112
97499,1778,1683,0,0,0,13,82,22
97116,21058,18570,98,55,925,12,1398,5709
97125,285,285,0,0,0,0,0,11
97144,63,63,0,0,0,0,0,13
97130,363,353,0,0,7,0,3,0
97131,2574,2514,9,15,21,0,15,87
97134,156,156,0,0,0,0,0,19
97146,5820,5471,74,14,104,35,122,637
97147,315,282,0,9,0,19,5,6
97202,39459,33879,584,121,2345,86,2444,3363
97218,11957,8458,1490,172,1112,63,662,3690
97227,4336,3238,557,24,202,0,315,423
97303,31716,28990,139,208,487,238,1654,8917
97325,6353,5917,0,85,86,47,218,595
97327,3240,3118,0,34,0,0,88,101
97007,61165,46574,2333,212,8802,362,2882,11427
97019,2891,2637,39,12,36,0,167,193
97536,876,778,0,36,8,0,54,56
97540,7253,6800,2,11,284,0,156,1096
97601,19919,18076,311,550,215,47,720,2532
97818,1814,1691,0,18,28,0,77,2362
97639,857,814,0,0,43,0,0,0
97712,71,71,0,0,0,0,0,0
97753,2367,2336,0,0,0,0,31,10
97869,798,739,0,23,0,0,36,35
97877,255,252,0,2,0,0,1,2
97360,1966,1622,3,3,23,0,315,215
97362,3145,3048,7,0,25,0,65,1248
97367,8414,7662,19,163,231,0,339,1017
97370,7824,7176,140,53,149,22,284,702
97380,2766,1793,3,647,8,0,315,138
97392,5921,5720,0,18,50,0,133,750
97404,31472,28732,222,171,553,99,1695,2918
97405,43076,38957,404,253,1446,36,1980,3194
97410,713,708,0,0,0,0,5,23
97415,12729,11779,77,212,117,0,544,1330
97416,1146,1109,0,2,0,0,35,16
97430,345,322,0,10,0,0,13,2
97435,2062,1935,0,53,0,0,74,75
97439,13857,12997,23,191,201,37,408,556
97442,1672,1594,0,38,0,0,40,206
97443,1999,1925,26,0,7,0,41,195
97446,5129,4672,0,0,0,20,437,632
97447,347,347,0,0,0,0,0,26
97450,296,296,0,0,0,0,0,0
97451,339,334,0,0,5,0,0,0
97479,9129,8635,95,45,112,9,233,421
97498,1360,1314,6,7,11,3,19,179
97525,4291,4184,0,7,31,0,69,159
97635,120,90,0,0,0,0,30,18
97641,1151,1132,0,19,0,0,0,135
97701,62701,59127,422,133,1340,0,1679,5503
97722,103,96,0,7,0,0,0,0
97733,427,412,0,15,0,0,0,0
97737,655,655,0,0,0,0,0,0
97741,9104,7909,172,593,102,10,318,3237
97750,266,253,0,8,0,0,5,17
97756,33879,32126,297,47,163,80,1166,3661
97760,6830,6543,43,131,15,0,98,287
97906,291,289,0,0,0,0,2,18
97913,2400,2253,0,38,36,0,73,2547
97015,20285,16391,237,163,1819,302,1373,2742
97123,34823,28016,909,105,3474,18,2301,13947
97037,863,802,0,16,23,4,18,18
97065,512,488,2,5,0,0,17,5
97113,7964,7170,136,48,270,0,340,6874
97133,4025,3755,16,37,98,8,111,261
97138,9291,8691,62,31,139,0,368,1002
97326,1093,1075,0,10,0,0,8,19
97204,909,637,168,17,4,0,83,191
97212,25440,21692,1468,57,792,9,1422,1259
97215,17232,15460,166,180,773,0,653,1444
97321,24570,22979,50,153,418,0,970,1812
97350,220,218,0,0,0,0,2,3
97814,11942,11270,143,162,103,34,230,491
97835,264,259,0,1,3,1,0,12
97867,673,654,0,11,0,0,8,50
97874,414,404,0,0,6,0,4,0
97905,143,143,0,0,0,0,0,0
97907,452,429,0,5,14,0,4,10
97918,3460,3378,0,9,62,0,11,681
97857,576,556,0,1,3,0,16,8
97032,3525,3278,5,12,134,0,96,1606
97023,9660,9139,1,52,221,0,247,372
97024,8836,7621,401,184,327,0,303,1547
97028,166,157,9,0,0,0,0,0
97041,1765,1610,15,23,66,0,51,1060
97060,17945,15357,374,229,1150,0,835,4664
97111,3264,3043,11,11,57,0,142,279
97119,4236,3917,17,7,125,5,165,413
97145,381,357,0,0,1,0,23,0
97203,28310,21466,2610,279,1639,432,1884,6055
97206,46979,37637,952,321,4824,360,2885,4719
97209,16168,13440,788,92,949,132,767,1417
97389,1580,1529,0,4,2,0,45,128
97424,16392,15360,135,114,50,0,733,1462
97426,9150,8286,37,273,30,33,491,485
97434,873,817,0,0,13,0,43,57
97458,4377,3969,0,126,20,0,262,98
97462,3549,3428,10,12,1,0,98,216
97465,1918,1876,0,31,0,0,11,85
97466,1064,939,0,49,0,0,76,52
97488,1103,985,38,0,18,0,62,103
97490,247,247,0,0,0,0,0,11
97503,9321,8134,90,142,64,15,876,3017
97522,571,539,0,1,5,9,17,49
97523,5419,5221,36,0,82,0,80,167
97543,612,581,0,0,31,0,0,34
97544,2055,1748,28,0,0,0,279,219
97731,348,339,0,0,9,0,0,0
97754,18144,17248,29,180,82,100,505,1659
97620,165,165,0,0,0,0,0,2
97621,283,120,0,163,0,0,0,0
97622,492,399,0,37,0,0,56,7
97623,2375,2255,27,54,0,4,35,221
97710,125,122,0,0,0,0,3,11
97720,4126,3811,37,95,0,1,182,234
97735,94,94,0,0,0,0,0,0
97910,528,522,0,0,0,0,6,61
97004,4102,4004,0,0,65,0,33,111
97017,3321,3272,11,0,0,0,38,84
97838,16224,15752,73,60,58,1,280,9833
97021,951,915,0,3,0,0,33,14
97845,2752,2593,7,45,10,6,91,105
97825,308,296,0,0,7,0,5,0
97842,134,134,0,0,0,0,0,0
97848,185,183,0,0,0,0,2,45
97883,2351,2197,16,42,12,0,84,24
97885,1265,1146,6,56,0,6,51,45
97850,16157,14856,131,152,226,321,471,1023
97864,237,226,0,0,4,0,7,0
97029,312,294,2,0,0,12,4,23
97001,268,266,0,0,0,0,2,86
97013,20091,18982,22,88,426,0,573,3505
97022,3575,3491,23,0,0,0,61,195
97002,4672,4529,30,38,52,12,11,1123
97005,18124,14948,509,117,1317,14,1219,8318
97914,12529,11229,308,187,273,15,517,6682
97011,534,534,0,0,0,0,0,22
97018,1945,1709,26,64,37,0,109,120
97837,57,57,0,0,0,0,0,1
97856,330,320,0,0,0,0,10,6
97205,6875,5658,252,96,462,28,379,409
97301,36034,30405,905,621,1187,682,2234,19414
97375,1514,1356,0,2,0,0,156,78
97429,805,797,0,2,0,0,6,33
97467,4735,4397,36,80,26,1,195,247
97541,1505,1505,0,0,0,0,0,47
97828,3025,2930,7,7,4,0,77,87
97016,5896,5411,103,34,32,0,316,226
97456,2283,2147,0,3,30,0,103,401
97632,744,727,0,0,9,0,8,870
97865,1028,999,0,25,0,0,4,48
97873,261,254,0,4,0,0,3,0
97876,872,846,0,3,10,1,12,11
97880,314,270,0,16,14,0,14,13
97886,1069,991,0,25,18,9,26,111
97901,540,523,0,0,4,6,7,180
97903,137,137,0,0,0,0,0,0
97420,25594,22945,213,498,352,54,1532,2170
97040,1081,1001,0,0,23,0,57,465
97132,25971,24154,47,194,530,29,1017,3575
97232,11430,9721,401,66,542,16,684,989
97033,46,46,0,0,0,0,0,0
97333,21474,18298,219,115,1934,55,853,1520
97377,718,706,0,0,0,0,12,392
97423,6545,6324,9,49,11,0,152,158
97267,29724,27230,601,190,733,34,936,2450
97461,810,797,0,6,0,0,7,0
97884,155,146,0,0,6,2,1,3
97449,2066,1901,44,41,3,0,77,8
97501,35832,32936,159,996,323,50,1368,9775
97531,796,718,0,0,0,0,78,279
97627,622,521,0,32,0,0,69,8
97758,83,70,0,0,0,0,13,16
97063,893,835,7,0,0,7,44,0
97057,8,8,0,0,0,0,0,6
97086,28095,21156,543,170,4589,65,1572,2905
97089,12544,11329,74,220,604,13,304,1118
97208,0,0,0,0,0,0,0,0
97369,185,183,0,0,0,0,2,30
97239,16166,13848,521,9,985,1,802,1500
97317,17531,14958,468,131,665,400,909,6985
97322,31057,29003,311,246,579,56,862,5295
97373,158,121,3,0,23,0,11,65
97384,0,0,0,0,0,0,0,0
97388,818,778,0,0,19,7,14,0
97471,28471,26721,113,93,613,19,912,1879
97494,36,15,0,0,0,0,21,0
97495,1779,1656,0,6,97,0,20,79
97127,2778,2536,0,67,39,0,136,1327
97031,13026,12155,109,90,250,5,417,6135
97137,1125,1081,0,2,9,0,33,255
97324,1235,1203,3,5,3,0,21,62
96815,23807,9562,475,26,9744,1112,2888,1461
96002,29958,25365,697,690,1728,43,1435,3943
96019,9127,7964,148,333,35,0,647,984
96023,810,741,16,40,0,0,13,304
96039,832,512,2,208,1,6,103,75
96048,634,583,0,44,0,0,7,79
96050,397,357,8,2,6,0,24,21
96051,1270,1063,4,54,51,0,98,81
96001,31637,28402,375,841,991,12,1016,2934
96010,137,124,0,8,0,0,5,9
96011,155,125,3,17,0,0,10,7
96029,158,158,0,0,0,0,0,37
96041,2239,2058,22,75,29,16,39,558
96046,165,165,0,0,0,0,0,0
96061,19,19,0,0,0,0,0,0
96075,283,244,7,9,0,0,23,48
96084,348,277,0,20,0,0,51,110
96013,4423,4116,30,152,89,0,36,387
96022,14713,13445,101,395,254,52,466,1729
96032,2313,1853,11,183,101,2,163,197
96047,822,747,0,37,1,0,37,29
96052,1425,1212,54,63,9,0,87,68
96054,298,285,0,13,0,0,0,41
96076,192,171,2,17,2,0,0,8
96103,1337,1288,0,27,6,0,16,80
96104,543,516,0,26,0,0,1,60
96106,195,183,0,0,12,0,0,14
96109,744,744,0,0,0,0,0,14
96113,1413,868,319,106,37,0,83,544
96125,184,184,0,0,0,0,0,0
96133,9,9,0,0,0,0,0,225
96137,3092,2895,17,87,10,0,83,244
96712,6958,4341,12,21,786,384,1414,617
96728,406,185,4,0,100,2,115,47
96738,6040,3113,109,3,1181,576,1058,688
96754,2983,1768,3,3,717,173,319,129
96761,19591,8229,65,12,6077,1250,3958,3632
96763,2665,433,30,0,1444,192,566,161
96776,1160,365,0,0,384,21,390,142
96781,946,265,0,0,538,25,118,283
96785,3013,1430,0,0,510,407,666,309
96818,52928,17227,3763,71,21732,1980,8155,6554
96821,18007,4012,46,11,9964,436,3538,532
96091,576,523,0,43,2,0,8,2
96096,692,619,2,64,1,0,6,40
96006,380,350,0,22,0,0,8,0
96105,93,93,0,0,0,0,0,0
96119,57,57,0,0,0,0,0,2
96148,355,355,0,0,0,0,0,341
96007,19743,17583,244,685,292,22,917,3363
94131,25997,17181,1295,0,5548,57,1916,3905
94526,30673,25892,266,11,3490,28,986,1866
94951,3860,3401,114,0,135,0,210,711
94806,31445,7846,9195,159,11399,312,2534,32965
94903,26265,21404,565,53,2330,73,1840,3783
94930,8048,7219,27,0,386,19,397,630
94954,30380,25947,316,59,2318,31,1709,8034
94063,11302,6622,777,43,2764,317,779,23201
94025,35768,25759,1582,200,5748,419,2060,7020
94963,482,482,0,0,0,0,0,16
94085,15562,4887,583,37,9212,105,738,8050
94158,6173,2892,328,0,2746,0,207,1118
94503,14671,4665,1520,113,7167,99,1107,5635
94505,13350,10798,807,6,959,51,729,2901
94516,135,114,0,2,0,0,19,13
94528,307,307,0,0,0,0,0,0
94531,32636,11019,10547,16,6852,839,3363,11152
