ZipCode,Pop16YAO,UnEmpRate16YAO,UnEmpRate20to64Y
28019,0,,
28020,1750,4.4,3.9
28021,11366,5.9,5.5
28023,12454,7.6,5.9
28025,42879,6.5,5.5
28027,49278,4.8,3.8
28031,22057,4.2,4.0
28032,2585,5.1,5.4
28033,2713,4.3,1.6
28034,13932,6.5,6.7
28036,13781,4.1,3.4
28037,16223,3.7,3.6
28039,77,0.0,0.0
28040,6384,5.5,6.2
28043,16593,9.5,7.4
28052,27272,9.8,9.5
28054,29843,8.1,8.0
28056,27621,5.0,4.7
28071,2304,12.6,10.6
28072,1008,3.4,2.5
28073,4377,10.4,7.7
28075,14277,5.6,5.2
28076,279,0.0,0.0
28077,374,8.4,4.4
28078,44883,3.8,3.0
28079,28077,4.4,4.2
28080,6248,3.2,2.5
28081,20765,8.7,7.5
28083,19651,7.2,6.1
28086,20086,7.8,7.4
28088,2110,2.4,2.7
28089,202,17.7,22.4
28090,6981,7.5,6.0
28091,1642,5.3,3.7
28092,32565,7.8,7.4
28097,4976,3.9,3.5
28098,3082,7.0,7.7
28101,671,6.9,5.8
28102,66,0.0,0.0
28103,9122,7.8,7.3
28104,23620,3.6,3.1
28105,36341,3.2,3.0
28107,5878,3.3,2.8
28108,86,0.0,0.0
28109,340,12.3,1.7
28110,40891,5.7,5.3
28112,21358,8.5,7.5
28114,5733,10.1,8.4
28115,28613,4.3,3.6
28117,31045,4.6,3.9
28119,2018,9.6,11.0
28120,17049,5.3,4.9
28124,5099,5.0,3.7
28125,1853,3.3,2.5
28127,6598,5.3,4.6
28128,5849,6.1,5.2
28129,4296,1.5,0.7
28133,1871,8.8,8.5
28134,8592,4.0,4.1
28135,5187,6.5,7.2
28137,2706,8.2,8.2
28138,8346,7.1,6.9
28139,17341,8.8,6.9
28144,20495,11.2,10.5
28146,21915,5.6,5.4
28147,19724,7.9,7.2
28150,22233,9.7,9.0
28152,20387,9.7,9.3
28159,2258,15.4,15.1
28160,2907,8.9,9.5
28163,4245,6.3,5.4
28164,11882,6.1,6.0
28166,7773,7.7,7.6
28167,2259,1.6,1.7
28168,8100,6.4,6.3
28169,121,7.7,7.7
28170,9667,12.5,11.4
28173,41105,4.2,3.7
28174,7360,7.9,7.0
28202,11807,2.4,1.8
28203,13602,3.8,3.4
28204,5780,4.6,4.6
28205,39662,6.1,5.2
28206,9346,9.0,8.1
28207,7883,3.7,3.8
28208,29516,12.2,11.3
28209,18689,2.6,2.3
28210,38402,4.9,4.7
28211,24205,5.7,5.2
28212,34318,9.8,8.8
28213,32367,6.5,5.9
28214,31604,8.4,7.6
28215,45995,9.0,7.9
28216,40412,8.9,7.8
28217,22692,7.6,7.2
28226,31609,3.9,3.6
28227,44531,3.9,3.5
28244,0,,
28262,36613,5.6,4.6
28269,59869,5.0,4.6
28270,26687,2.7,2.6
28273,30699,6.3,5.8
28277,54703,4.1,3.9
28278,20753,5.3,5.2
28280,0,,
28282,0,,
28301,14057,15.0,12.8
28303,23635,6.6,5.8
28304,28970,9.7,8.0
28305,4766,5.8,5.5
28306,31199,9.0,7.4
28307,12472,20.5,19.8
28308,598,0.0,0.0
28310,6470,,
28311,28012,8.0,7.4
28312,15468,8.7,8.0
28314,44805,9.4,9.1
28315,10143,4.2,4.2
28318,3488,4.6,4.9
28320,8080,9.8,9.0
28323,2983,10.3,10.4
28325,326,0.9,0.0
28326,15841,10.7,10.2
28327,12534,3.6,3.6
28328,21379,9.1,8.0
28330,367,0.0,0.0
28332,268,13.4,15.8
28333,7785,9.1,8.3
28334,20086,9.5,8.8
28337,8029,4.3,3.5
28338,3751,6.2,7.0
28339,5970,8.4,9.3
28340,7949,11.2,11.8
28341,3613,13.4,9.5
28342,188,0.0,0.0
28343,1175,12.8,12.5
28344,2873,14.9,16.2
28345,9380,10.5,10.6
28347,1735,3.2,1.4
28348,26121,7.2,7.0
28349,2330,8.7,6.0
28350,128,15.4,15.4
28351,3854,17.9,16.5
28352,20161,12.1,11.2
28356,3796,3.4,3.6
28357,2227,11.2,12.1
28358,29638,5.6,5.0
28360,11237,6.0,5.3
28363,1141,4.1,4.7
28364,11856,10.4,10.2
28365,13351,10.0,8.5
28366,4508,10.9,9.8
28367,52,23.1,30.0
28369,2322,2.9,3.1
28371,5630,8.4,6.9
28372,11332,9.5,9.2
28373,2009,13.2,12.6
28374,14783,2.3,2.5
28375,112,4.8,5.9
28376,32994,7.5,7.5
28377,9755,11.9,11.8
28379,19801,10.5,11.1
28382,5688,3.5,3.7
28383,7023,11.0,9.9
28384,8837,10.8,11.1
28385,1961,7.0,6.9
28386,4197,10.1,10.7
28387,12943,6.3,5.8
28390,17765,9.2,9.3
28391,4829,7.9,6.6
28392,1356,8.2,10.5
28393,1620,10.8,11.5
28394,4324,6.2,6.2
28395,1974,12.7,13.0
28396,2088,6.6,6.4
28398,6252,7.1,6.8
28399,1674,10.5,11.6
28401,19676,10.4,9.5
28403,36237,6.7,4.8
28405,26915,5.7,6.0
28409,27137,3.9,4.2
28411,30281,5.2,4.1
28412,32071,8.0,8.0
28420,3101,8.8,5.5
28421,1261,6.5,6.5
28422,7167,10.6,8.0
28423,1849,6.9,7.4
28424,43,0.0,0.0
28425,9431,11.6,9.3
28428,5645,1.8,1.3
28429,6404,6.3,6.2
28430,1762,6.2,6.9
28431,5691,9.8,10.6
28432,1413,7.9,5.7
28433,4356,8.1,4.7
28434,897,3.9,3.8
28435,1910,7.5,3.4
28436,1676,6.1,7.0
28438,1356,13.5,14.8
28439,879,4.4,4.8
28441,2559,7.5,5.0
28442,1478,6.1,6.5
28443,17536,4.8,4.3
28444,1650,10.2,12.0
28445,5814,4.8,5.1
28447,1324,0.0,0.0
28448,711,29.4,24.8
28449,1767,4.2,4.8
28450,2029,8.3,8.9
28451,27759,5.9,5.1
28452,701,7.2,8.6
28453,2723,7.6,6.5
28454,2066,5.8,5.4
28455,1596,12.1,7.9
28456,2947,7.9,8.4
28457,8171,6.2,5.7
28458,5358,8.2,8.0
28460,8514,10.5,11.5
28461,17127,5.6,4.7
28462,11152,7.6,7.8
28463,8034,2.4,2.6
28464,2194,10.2,11.0
28465,6596,3.0,2.3
28466,7675,12.7,14.4
28467,9703,6.3,6.1
28468,4507,7.5,7.4
28469,5532,10.9,11.5
28470,10016,4.7,2.8
28472,14576,5.6,5.7
28478,4038,10.0,9.0
28479,5026,4.8,4.0
28480,2168,2.6,2.0
28501,14962,16.5,15.1
28504,17505,8.4,7.5
28508,1915,14.7,14.1
28510,1333,4.7,2.1
28511,522,1.4,1.6
28512,2955,7.2,6.4
28513,8058,11.8,9.8
28515,2250,20.0,18.6
28516,9683,5.9,4.6
28518,6453,7.4,7.4
28519,257,0.0,0.0
28520,232,0.0,0.0
28521,2417,4.6,4.2
28523,2016,7.7,1.7
28524,267,0.0,0.0
28525,2159,16.4,10.5
28526,2124,11.2,11.2
28527,860,3.1,3.3
28528,518,11.4,12.3
28529,1416,2.5,2.6
28530,5092,12.0,10.8
28531,1166,2.5,2.9
28532,16483,8.6,7.4
28533,3228,0.0,0.0
28537,112,0.0,0.0
28538,1658,8.0,8.8
28539,11936,8.6,8.1
28540,37132,8.6,7.5
28543,3656,21.3,19.9
28544,5065,14.6,12.4
28546,35523,9.1,7.9
28547,22026,12.7,13.1
28551,11871,9.8,8.9
28552,114,0.0,0.0
28553,301,0.0,0.0
28554,168,0.0,0.0
28555,3960,8.1,7.1
28556,845,18.1,20.8
28557,12998,4.5,4.0
28560,22205,9.9,8.6
28562,31523,5.7,5.1
28570,17664,6.9,6.3
28571,2528,5.7,5.5
28572,5784,7.5,7.6
28573,1733,8.2,7.1
28574,13218,12.4,12.9
28575,427,0.0,0.0
28577,326,0.0,0.0
28578,5202,10.1,10.1
28579,539,14.7,17.9
28580,10580,9.6,8.3
28581,269,40.0,40.0
28582,2417,11.4,3.3
28583,225,1.6,1.7
28584,9760,7.7,5.9
28585,2990,9.4,8.9
28586,6061,11.2,9.2
28587,318,2.3,2.5
28589,140,0.0,0.0
28590,18747,3.7,3.2
28594,3275,9.3,8.1
28601,41907,8.6,7.8
28602,23534,8.2,7.2
28604,6571,7.2,5.5
28605,3006,0.9,1.1
28606,1418,7.5,7.5
28607,32373,9.5,5.1
28609,4755,5.7,3.7
28610,8264,5.6,4.3
28611,1089,0.0,0.0
28612,10029,9.3,9.8
28613,17663,7.7,7.2
28615,1482,5.7,4.9
28616,166,0.0,0.0
28617,1881,0.0,0.0
28618,2189,4.7,4.5
28619,1306,6.0,5.3
28621,8308,5.5,4.7
28622,1816,7.1,7.4
28623,1269,9.6,8.3
28624,1157,3.3,0.0
28625,31544,7.1,7.0
28626,2104,0.0,0.0
28627,853,2.8,1.5
28628,402,13.8,12.9
28629,0,,
28630,16354,5.5,4.7
28631,734,0.0,0.0
28634,4025,8.1,8.4
28635,2551,3.1,2.1
28636,4092,8.6,7.3
28637,1384,10.3,10.9
28638,9468,5.3,4.9
28640,4107,9.7,9.2
28642,4678,2.5,2.4
28643,2930,4.7,3.2
28644,882,7.0,7.4
28645,38115,7.8,7.0
28646,306,0.0,0.0
28647,53,0.0,0.0
28649,777,0.0,0.0
28650,8702,5.4,4.1
28651,6101,11.0,11.6
28652,0,,
28654,2767,2.0,0.7
28655,45658,8.4,7.6
28657,7405,2.3,1.8
28658,21939,5.9,4.3
28659,16962,7.1,6.6
28660,1624,6.0,3.5
28662,114,0.0,0.0
28663,583,8.6,4.0
28665,1905,0.0,0.0
28666,125,0.0,0.0
28667,356,1.7,1.8
28668,260,3.9,3.9
28669,2441,5.8,6.1
28670,2793,5.8,5.2
28671,535,3.5,4.6
28672,16,0.0,0.0
28673,5050,4.2,4.3
28675,5828,4.9,4.0
28676,3403,3.4,3.3
28677,27624,7.6,6.4
28678,5482,6.0,4.7
28679,1488,4.0,4.4
28681,21169,6.0,5.0
28682,1077,12.6,13.0
28683,910,5.8,6.5
28684,1924,4.4,4.1
28685,1647,5.3,6.5
28689,1628,4.5,5.3
28690,7492,6.7,7.3
28692,3272,3.3,3.6
28693,1431,2.4,3.3
28694,6305,5.3,5.1
28697,11230,3.3,2.3
28698,1833,3.7,4.1
28701,2626,2.1,2.3
28702,483,3.5,3.5
28704,15335,2.9,1.8
28705,5941,4.9,3.1
28707,121,0.0,0.0
28708,318,0.0,0.0
28709,1866,5.7,6.0
28711,11517,5.7,4.6
28712,17336,6.7,6.2
28713,7235,9.7,10.6
28714,14223,8.1,8.5
28715,21297,4.6,4.3
28716,14665,6.4,5.4
28717,1252,0.0,0.0
28718,320,0.0,0.0
28719,6127,3.2,3.1
28720,103,3.6,4.5
28721,8135,3.4,2.4
28722,5612,7.1,7.5
28723,10200,5.5,3.8
28725,51,19.6,19.6
28726,2607,3.9,3.7
28729,2777,1.2,1.3
28730,7457,5.2,4.5
28731,7372,5.3,6.2
28732,14386,2.7,2.3
28733,10,0.0,0.0
28734,22318,4.9,4.0
28735,282,11.2,12.5
28736,489,9.2,12.0
28739,18474,1.9,1.9
28740,716,2.1,2.2
28741,3341,2.4,2.1
28742,2214,4.3,3.6
28743,1736,8.6,8.7
28745,395,20.9,25.0
28746,2153,5.1,5.6
28747,1988,7.3,8.1
28748,10080,6.0,6.2
28749,29,,
28751,3144,2.0,1.9
28752,24618,5.6,5.5
28753,8384,4.4,4.8
28754,8387,6.8,7.2
28756,3585,5.3,5.6
28757,116,0.0,0.0
28759,6190,2.0,1.8
28761,6583,9.3,10.1
28762,5935,4.3,4.1
28763,2217,3.2,3.6
28766,1013,1.1,1.2
28768,6092,5.1,4.9
28771,6606,7.1,4.9
28772,901,3.5,4.0
28773,2572,6.0,5.4
28774,962,3.1,0.0
28775,260,0.0,0.0
28777,9058,3.5,3.8
28778,8679,3.7,3.0
28779,14933,3.1,2.9
28781,814,3.9,4.5
28782,5866,3.5,3.5
28783,1530,4.2,4.3
28785,6701,6.1,5.4
28786,17838,3.3,2.9
28787,17267,3.2,3.1
28789,4509,9.9,11.0
28790,2726,3.8,2.1
28791,12853,3.2,3.0
28792,27686,2.7,2.6
28801,12013,5.2,5.1
28803,28242,3.0,3.0
28804,18914,4.9,4.8
28805,16660,3.2,3.4
28806,35160,3.6,3.4
28901,4032,10.3,12.1
28902,1045,0.0,0.0
28904,7440,2.5,1.8
28905,2576,3.2,3.7
28906,16568,6.1,5.9
28909,799,2.8,3.4
29001,1690,18.5,17.9
29003,5078,2.8,3.0
29006,8612,6.5,6.1
29009,1841,12.9,11.0
29010,10359,7.9,7.9
29014,1407,1.4,1.5
29015,1329,4.8,4.2
29016,16550,5.9,6.2
29018,2576,8.3,8.9
29020,17757,8.2,7.6
29030,1651,1.5,1.2
29031,945,8.2,7.8
29032,3720,7.2,5.6
29033,10481,6.5,6.6
29036,17486,4.0,3.2
29037,546,0.0,0.0
29038,1653,8.3,7.6
29039,2921,5.6,5.8
29040,8102,8.6,7.8
29042,4359,10.0,11.1
29044,4562,14.4,13.9
29045,19906,4.4,4.2
29046,143,0.0,0.0
29047,2862,8.5,9.5
29048,4215,10.9,12.1
29051,1818,8.7,2.6
29052,1870,2.2,2.2
29053,13841,9.7,9.8
29054,7402,5.7,3.9
29055,3140,6.1,4.6
29056,1824,8.2,8.3
29058,3981,10.4,9.7
29059,4573,3.6,4.0
29061,11431,5.5,4.4
29062,117,22.6,22.6
29063,30027,4.2,3.3
29065,431,10.5,11.8
29067,9041,8.9,9.3
29069,3587,12.3,11.1
29070,12883,7.3,6.6
29072,45796,3.4,2.7
29073,36382,6.5,6.4
29074,112,0.0,0.0
29075,2344,2.4,0.7
29078,13107,6.0,5.0
29079,10,,
29080,2201,11.6,10.8
29081,1051,6.8,7.9
29082,379,16.4,12.4
29101,2268,5.1,5.0
29102,13835,12.6,12.9
29104,992,7.9,8.5
29105,861,4.8,5.1
29107,2082,8.7,8.7
29108,16497,9.9,8.6
29111,1367,5.7,5.7
29112,3263,9.5,9.8
29113,1083,19.9,21.0
29114,1450,10.4,11.4
29115,22510,12.0,12.0
29117,1056,40.1,43.0
29118,13559,4.6,5.2
29122,40,0.0,0.0
29123,6612,10.8,10.9
29125,1837,12.9,14.1
29126,1722,2.7,0.8
29127,7080,5.1,3.6
29128,4684,11.9,10.6
29129,2483,4.5,3.9
29130,5122,6.7,3.9
29133,714,7.5,7.8
29135,6983,6.6,5.3
29137,1638,3.5,3.0
29138,8559,6.0,5.8
29142,4275,11.1,12.7
29145,774,6.6,1.0
29146,1371,9.5,10.7
29147,0,,
29148,5920,14.1,14.6
29150,30851,11.8,10.7
29152,1369,7.4,0.0
29153,11898,11.3,8.5
29154,22555,7.9,7.6
29160,6402,9.5,9.3
29161,8676,11.8,11.3
29162,2384,6.6,5.9
29163,1691,7.7,7.6
29164,4054,17.0,16.3
29166,757,12.3,15.9
29168,3034,18.8,18.5
29169,20298,4.2,3.9
29170,17373,5.8,6.0
29172,7640,6.9,7.4
29175,354,0.0,0.0
29178,2635,4.5,3.8
29180,11791,8.5,9.3
29201,20164,5.7,4.8
29202,269,2.2,2.3
29203,31557,12.7,12.3
29204,16026,10.0,8.9
29205,21241,4.2,3.8
29206,14570,4.5,4.2
29207,11895,0.0,0.0
29208,760,15.8,23.4
29209,27386,7.7,7.2
29210,33815,8.6,8.2
29212,23923,3.9,3.6
29223,40228,6.2,5.5
29225,1308,18.3,9.0
29229,37572,6.9,6.3
29301,28044,6.0,6.0
29302,13794,8.5,8.1
29303,20379,7.1,6.3
29306,12270,8.5,7.8
29307,14781,4.7,5.0
29316,21034,5.3,5.5
29320,641,0.0,0.0
29321,2424,9.5,8.0
29322,6743,3.9,4.2
29323,10362,5.5,5.9
29324,268,0.0,0.0
29325,12555,9.0,8.6
29329,214,0.0,0.0
29330,7313,6.3,4.6
29331,158,0.0,0.0
29332,1946,10.8,11.1
29333,460,0.0,0.0
29334,10498,6.8,6.4
29335,4779,3.1,2.5
29338,26,,
29340,17038,7.6,7.0
29341,15896,5.2,4.9
29346,288,0.0,0.0
29349,24747,4.4,3.8
29351,1195,5.1,5.8
29353,3598,4.0,4.5
29355,828,0.0,0.0
29356,7125,3.4,1.6
29360,16462,9.5,9.8
29364,406,8.8,4.3
29365,8599,2.6,2.4
29368,96,0.0,0.0
29369,10916,2.4,2.1
29370,862,6.0,4.2
29372,3322,6.0,6.7
29373,366,3.6,3.6
29374,2991,5.8,5.1
29375,53,0.0,0.0
29376,6250,6.0,5.7
29377,903,17.3,20.7
29378,68,0.0,0.0
29379,14197,8.3,7.3
29384,3594,10.3,10.9
29385,5781,5.6,3.7
29388,12352,8.2,6.9
29401,8699,4.3,3.5
29403,18892,7.9,7.6
29404,1352,9.9,10.9
29405,24102,7.0,6.7
29406,24390,5.7,5.3
29407,29162,3.5,2.7
29409,2666,0.0,0.0
29410,17731,3.9,3.7
29412,34063,2.7,2.7
29414,33043,2.7,2.3
29418,18269,6.7,6.2
29420,18172,5.9,5.4
29423,1035,5.2,2.7
29424,390,3.7,0.0
29426,1629,4.9,5.3
29429,2521,3.0,3.3
29431,5624,6.3,6.1
29432,2734,7.8,6.3
29434,389,7.4,7.9
29435,3663,5.6,5.4
29436,3657,8.7,6.3
29437,2485,9.6,8.5
29438,2339,3.8,3.8
29439,2183,0.0,0.0
29440,22176,12.0,12.5
29445,47330,5.5,5.3
29446,862,7.2,0.0
29448,1860,4.0,3.9
29449,6989,6.4,6.2
29450,3089,9.8,6.6
29451,3857,3.0,3.2
29452,465,18.6,18.6
29453,886,14.9,15.8
29455,19201,2.7,3.0
29456,23764,5.5,5.5
29458,2828,3.3,3.7
29461,28823,4.3,3.9
29464,42039,2.9,3.0
29466,29176,2.5,2.6
29468,1853,14.4,12.4
29469,827,3.1,3.1
29470,4076,7.5,6.7
29471,1220,4.1,3.3
29472,7905,8.0,8.3
29474,1651,6.7,4.8
29475,1600,3.7,4.1
29477,5675,6.4,7.0
29479,5393,8.0,8.0
29481,1286,9.8,9.2
29482,1784,3.5,3.8
29483,62590,5.8,5.5
29485,44101,6.0,5.1
29487,2447,11.1,12.4
29488,17165,10.6,10.9
29492,10070,5.0,4.9
29493,116,14.0,8.5
29501,37169,6.9,6.4
29505,19475,6.6,6.0
29506,16640,9.3,8.1
29510,8587,6.8,7.4
29511,4086,1.8,1.7
29512,15007,12.0,9.9
29516,846,13.2,12.0
29518,916,8.5,9.9
29519,200,10.6,10.6
29520,11179,11.1,11.0
29525,1771,28.0,23.6
29526,39551,8.2,7.6
29527,20466,6.8,6.6
29530,1841,4.9,5.6
29532,16833,11.1,10.7
29536,12267,12.0,12.7
29540,4259,20.3,14.5
29541,7732,5.8,5.6
29543,478,0.0,0.0
29544,4165,4.3,4.0
29545,1149,9.5,7.0
29546,2378,10.6,11.5
29547,2607,10.2,8.6
29550,25428,11.4,10.2
29554,6736,6.7,6.7
29555,4256,11.1,10.1
29556,9386,7.3,7.1
29560,10146,6.7,5.9
29563,1887,2.4,1.4
29564,631,14.0,9.5
29565,5717,3.7,3.3
29566,15175,5.3,5.5
29567,443,5.9,6.2
29568,12404,6.8,6.9
29569,14243,5.2,4.7
29570,2867,11.8,10.8
29571,11142,14.6,14.6
29572,8420,6.9,6.7
29574,9367,5.0,4.9
29575,16171,8.4,8.4
29576,28055,5.0,5.5
29577,26057,8.0,7.9
29579,32182,5.9,5.7
29580,1083,10.6,9.8
29581,3999,8.1,8.6
29582,14944,6.8,7.1
29583,4024,8.6,7.3
29584,1907,8.7,8.5
29585,13465,4.6,4.1
29588,36892,4.8,4.9
29590,2956,10.6,8.6
29591,4343,6.7,5.6
29592,623,0.0,0.0
29593,1373,13.9,11.9
29594,77,6.7,0.0
29596,1840,6.5,7.3
29601,10409,6.9,6.2
29605,28151,6.6,6.1
29607,33183,5.6,5.4
29609,23005,4.7,4.8
29611,23437,7.9,8.1
29613,1917,6.8,3.5
29614,2128,4.5,3.7
29615,31379,3.7,3.3
29617,22558,7.0,6.3
29620,10433,8.4,7.8
29621,33452,5.5,4.5
29624,12617,10.4,9.7
29625,23185,4.5,3.5
29626,10109,7.1,7.6
29627,15141,6.4,5.8
29628,2013,12.1,11.9
29630,12991,6.1,5.9
29631,13305,4.3,3.7
29634,5129,25.2,18.4
29635,1115,3.5,4.1
29638,2697,5.0,5.5
29639,1396,3.7,3.0
29640,24405,6.5,6.4
29642,25508,4.1,2.9
29643,1895,7.2,8.8
29644,16349,7.6,7.7
29645,7824,7.5,6.9
29646,21530,7.7,6.5
29649,21709,8.1,7.7
29650,26908,2.9,2.7
29651,37188,4.8,4.7
29653,3801,10.1,9.5
29654,7608,6.7,7.5
29655,5694,7.4,7.6
29657,12635,6.1,5.8
29658,439,0.0,0.0
29659,76,8.3,3.3
29661,4765,4.8,4.5
29662,12683,3.8,3.1
29664,1808,1.5,1.6
29665,140,0.0,0.0
29666,5491,7.7,5.6
29667,199,6.6,7.0
29669,9702,4.8,4.6
29670,7255,3.0,3.4
29671,14174,4.9,4.6
29672,10419,4.2,2.9
29673,22813,5.0,4.6
29676,4815,2.9,3.4
29678,17931,4.9,5.1
29680,24993,2.3,2.0
29681,43703,3.1,2.7
29682,2953,5.7,5.0
29683,174,0.0,0.0
29684,3197,7.1,7.1
29685,1513,6.5,6.0
29686,819,3.6,4.2
29687,33028,4.3,4.1
29689,3265,3.2,3.4
29690,19039,5.8,4.8
29691,8902,12.3,13.3
29692,3785,12.1,11.2
29693,11782,8.1,8.2
29696,4120,5.9,6.1
29697,10337,8.1,6.4
29702,7854,4.2,4.5
29704,2922,15.3,16.1
29706,15704,8.1,7.5
29707,22741,3.0,2.8
29708,25367,3.7,2.9
29709,5669,5.8,6.5
29710,27649,5.6,5.1
29712,1743,5.8,6.3
29714,2382,3.7,4.3
29715,24298,4.5,4.0
29717,1076,15.9,6.3
29718,3407,10.8,11.7
29720,38379,8.2,8.2
29724,24,0.0,0.0
29726,1263,13.4,14.5
29727,1224,8.2,8.5
29728,7705,11.1,10.5
29729,1778,9.5,9.9
29730,43926,7.9,7.8
29732,46995,5.3,5.0
29733,1852,15.2,7.8
29741,1922,7.6,8.3
29742,2053,6.2,6.1
29743,693,8.9,9.8
29745,24179,6.0,5.5
29801,23231,10.7,10.3
29803,32085,5.0,4.7
29805,5026,4.4,2.2
29809,2040,7.1,6.8
29810,3385,20.7,20.6
29812,8995,6.4,6.1
29816,801,4.8,5.0
29817,3364,9.7,9.0
29819,1410,4.2,3.8
29821,1196,5.9,3.1
29824,7292,8.0,6.1
29826,107,7.9,8.6
29827,3534,10.2,11.2
29828,598,18.6,20.4
29829,8959,10.0,10.6
29831,3548,6.9,6.7
29832,4248,7.7,8.4
29834,1307,14.7,13.3
29835,5490,13.4,15.0
29836,356,22.0,17.4
29838,366,7.3,9.5
29840,318,9.9,10.6
29841,25532,6.6,6.0
29842,5999,8.6,5.6
29843,892,6.7,6.5
29844,123,7.0,7.1
29845,803,20.5,20.9
29847,4491,11.9,12.3
29848,552,3.6,2.3
29849,425,3.5,5.9
29850,107,0.0,0.0
29851,5768,11.8,11.3
29853,5032,8.9,9.3
29856,2121,12.3,11.2
29860,12960,3.7,3.6
29899,1120,,
29902,12440,4.3,4.3
29904,712,0.0,0.0
29905,3060,0.0,0.0
29906,18707,10.3,9.4
29907,11698,9.8,9.6
29909,17627,4.7,3.1
29910,32436,3.1,3.0
29911,1353,3.2,3.5
29912,0,,
29915,422,0.0,0.0
29916,1270,5.5,5.6
29918,4694,13.3,13.7
29920,9815,9.1,10.0
29921,188,35.8,32.5
29922,648,12.7,9.4
29923,312,10.3,11.4
29924,3412,6.1,5.3
29926,22363,6.1,6.6
29927,7358,9.8,7.5
29928,14857,3.0,3.0
29929,826,2.6,2.8
29932,141,31.7,33.0
29934,871,5.0,2.9
29935,3327,8.5,9.2
29936,11097,6.8,6.9
29939,328,0.6,0.6
29940,3277,7.2,8.3
29941,523,0.0,0.0
29943,496,50.4,57.5
29944,3167,9.5,5.4
29945,4279,9.7,10.5
30002,4664,4.4,4.2
30004,48561,3.0,2.7
30005,29694,4.4,4.3
30008,24171,7.7,6.5
30009,12280,5.9,6.2
30011,11984,7.8,7.7
30012,20581,8.7,8.1
30013,21297,9.3,7.1
30014,29093,7.2,6.7
30016,41298,8.0,7.6
30017,18045,4.5,4.0
30019,36873,5.0,4.3
30021,16988,10.3,9.0
30022,53443,4.2,3.6
30024,57533,3.3,3.1
30025,7495,3.5,3.2
30028,18972,3.2,3.0
30030,21888,4.7,4.2
30032,40492,12.8,12.4
30033,27807,2.8,2.9
30034,36828,12.2,11.3
30035,17689,10.8,10.7
30038,29483,9.1,8.2
30039,35096,5.7,5.3
30040,52400,3.4,2.9
30041,49881,4.2,3.8
30043,70857,6.0,5.8
30044,65942,4.7,4.5
30045,29682,4.5,3.7
30046,28011,6.6,6.6
30047,50517,5.0,4.7
30052,49850,5.5,4.9
30054,9422,10.0,8.8
30055,2481,3.8,4.3
30056,1728,4.9,4.9
30058,43833,9.9,9.5
30060,31396,7.1,6.6
30062,50339,3.7,3.3
30064,38533,4.7,4.6
30066,45362,4.4,4.3
30067,37042,5.4,5.0
30068,25400,4.5,4.6
30070,351,3.4,3.6
30071,18175,5.0,4.8
30072,652,2.6,2.5
30075,42146,3.6,3.0
30076,35468,3.1,2.9
30078,27898,4.1,3.8
30079,2266,5.6,3.9
30080,44253,3.4,3.2
30082,22510,5.9,5.0
30083,44901,10.1,9.1
30084,31064,4.9,4.4
30087,32051,9.1,8.5
30088,23655,11.3,10.9
30092,28201,4.2,3.5
30093,39974,3.5,3.0
30094,27586,5.9,5.1
30096,52992,4.5,4.4
30097,36764,5.6,5.3
30101,45239,5.4,4.7
30102,32739,4.6,4.4
30103,12880,5.0,3.9
30104,4232,7.3,6.3
30105,1538,9.7,10.2
30106,16546,6.2,5.6
30107,11642,4.3,3.0
30108,6182,9.1,9.6
30110,10191,2.5,2.1
30113,5148,3.8,3.2
30114,40830,4.9,4.3
30115,31486,4.1,3.4
30116,19130,6.8,6.6
30117,27972,7.3,7.3
30118,2180,38.9,21.0
30120,31845,6.5,6.7
30121,18485,5.1,4.9
30122,20262,7.5,7.1
30124,2392,9.2,10.2
30125,18632,6.0,5.6
30126,32027,5.4,5.2
30127,52953,5.8,4.9
30132,30812,4.3,3.8
30134,33530,7.4,6.2
30135,51080,6.5,5.8
30137,1322,3.4,3.2
30139,3348,9.1,9.6
30141,19227,4.9,4.6
30143,18022,6.0,5.7
30144,45421,4.2,3.7
30145,5842,2.6,1.7
30147,3531,7.5,6.3
30148,681,6.0,7.7
30149,1919,2.7,3.5
30152,33167,4.8,4.8
30153,13406,5.6,5.5
30157,37759,3.3,3.1
30161,27254,7.5,7.5
30164,0,,
30165,32075,5.4,5.0
30168,18705,7.7,7.7
30170,2296,9.1,7.7
30171,3029,7.8,7.0
30173,4594,5.3,4.9
30175,4462,4.9,4.2
30176,5214,9.4,8.7
30177,1029,0.0,0.0
30178,2423,0.3,0.2
30179,15263,5.2,4.6
30180,27649,7.0,6.7
30182,2218,5.8,4.7
30183,5209,6.0,4.4
30184,5334,5.9,5.7
30185,3245,8.2,7.0
30187,6233,4.7,4.8
30188,48794,4.4,4.0
30189,30451,3.3,2.9
30204,10940,12.7,11.2
30205,2310,1.4,1.3
30206,2828,7.5,6.8
30213,23662,5.6,4.8
30214,24819,7.0,7.3
30215,29057,4.5,4.2
30216,1893,10.7,10.6
30217,7157,7.9,8.3
30218,1242,8.7,9.5
30220,4155,7.1,6.9
30222,3067,9.1,9.6
30223,29394,7.9,8.2
30224,19453,4.8,3.6
30228,31756,6.4,6.4
30230,7601,6.6,6.0
30233,19249,6.1,5.9
30234,1408,4.0,4.0
30236,37576,6.2,6.0
30238,28246,9.1,8.2
30240,22437,7.3,6.2
30241,19592,8.5,7.4
30248,18773,5.6,4.2
30250,636,,
